Building 60 3-fault (1 ctx + 2 profile) travelplanner_real SYNTHETIC examples (bench_seed=42, scan_limit=8000)...
  N=3 travel_real_00008 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(2344,499)
  N=3 travel_real_00008 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(5526,1136)
  N=3 travel_real_00008 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(2344,498)
  N=3 travel_real_00008 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(5371,1402)
  N=3 travel_real_00008 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(4688,1155)
  N=3 travel_real_00008 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(4741,1154)
  N=3 travel_real_00008 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(22202,2453)
  N=3 travel_real_00008 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(2344,498)
  N=3 travel_real_00008 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(5525,1158)
  N=3 travel_real_00011 seed=0 arm=direct: per_fault={'ctx': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/3 tokens=(2169,835)
  N=3 travel_real_00011 seed=0 arm=self_refine: per_fault={'ctx': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/3 tokens=(5428,1926)
  N=3 travel_real_00011 seed=0 arm=full_regen: per_fault={'ctx': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/3 tokens=(4338,1488)
  N=3 travel_real_00011 seed=0 arm=react: per_fault={'ctx': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/3 tokens=(4391,1511)
  N=3 travel_real_00011 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/3 tokens=(14855,1382)
  N=3 travel_real_00011 seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/3 tokens=(2169,835)
  N=3 travel_real_00011 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/3 tokens=(5582,1433)
  N=3 travel_real_00011 seed=1 arm=direct: per_fault={'ctx': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/3 tokens=(2169,551)
  N=3 travel_real_00011 seed=1 arm=self_refine: per_fault={'ctx': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/3 tokens=(5130,1634)
  N=3 travel_real_00011 seed=1 arm=full_regen: per_fault={'ctx': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/3 tokens=(4338,1340)
  N=3 travel_real_00011 seed=1 arm=react: per_fault={'ctx': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/3 tokens=(4391,951)
  N=3 travel_real_00011 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/3 tokens=(15751,1281)
  N=3 travel_real_00011 seed=1 arm=reflexion: per_fault={'ctx': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/3 tokens=(2169,551)
  N=3 travel_real_00011 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/3 tokens=(5284,1579)
  N=3 travel_real_00011 seed=2 arm=direct: per_fault={'ctx': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/3 tokens=(2169,692)
  N=3 travel_real_00011 seed=2 arm=self_refine: per_fault={'ctx': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/3 tokens=(5355,1966)
  N=3 travel_real_00011 seed=2 arm=full_regen: per_fault={'ctx': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/3 tokens=(4338,1494)
  N=3 travel_real_00011 seed=2 arm=react: per_fault={'ctx': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/3 tokens=(4391,1092)
  N=3 travel_real_00011 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/3 tokens=(15343,956)
  N=3 travel_real_00011 seed=2 arm=reflexion: per_fault={'ctx': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/3 tokens=(16311,2836)
  N=3 travel_real_00011 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/3 tokens=(5509,1102)
  N=3 travel_real_00012 seed=0 arm=direct: per_fault={'ctx': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/3 tokens=(2016,168)
  N=3 travel_real_00012 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=3/3 tokens=(4266,1163)
  N=3 travel_real_00012 seed=0 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/3 tokens=(4032,301)
  N=3 travel_real_00012 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=3/3 tokens=(4085,836)
  N=3 travel_real_00012 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/3 tokens=(11691,312)
  N=3 travel_real_00012 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=3/3 tokens=(6606,1054)
  N=3 travel_real_00012 seed=0 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/3 tokens=(4420,656)
  N=3 travel_real_00012 seed=1 arm=direct: per_fault={'ctx': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/3 tokens=(2016,133)
  N=3 travel_real_00012 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=3/3 tokens=(4266,714)
  N=3 travel_real_00012 seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/3 tokens=(4032,301)
  N=3 travel_real_00012 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=3/3 tokens=(4085,1134)
  N=3 travel_real_00012 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/3 tokens=(11621,332)
  N=3 travel_real_00012 seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/3 tokens=(10962,1175)
  N=3 travel_real_00012 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=3/3 tokens=(4420,621)
  N=3 travel_real_00012 seed=2 arm=direct: per_fault={'ctx': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/3 tokens=(2016,168)
  N=3 travel_real_00012 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=3/3 tokens=(4266,698)
  N=3 travel_real_00012 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/3 tokens=(4032,301)
  N=3 travel_real_00012 seed=2 arm=react: per_fault={'ctx': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/3 tokens=(4120,421)
  N=3 travel_real_00012 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/3 tokens=(11656,578)
  N=3 travel_real_00012 seed=2 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/3 tokens=(10927,1353)
  N=3 travel_real_00012 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=3/3 tokens=(4420,656)
  N=3 travel_real_00017 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/3 tokens=(2123,592)
  N=3 travel_real_00017 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/3 tokens=(4904,1419)
  N=3 travel_real_00017 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/3 tokens=(4246,1499)
  N=3 travel_real_00017 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/3 tokens=(4299,1196)
  N=3 travel_real_00017 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/3 tokens=(15954,2276)
  N=3 travel_real_00017 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/3 tokens=(2123,592)
  N=3 travel_real_00017 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/3 tokens=(5058,1050)
  N=3 travel_real_00017 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/3 tokens=(2123,585)
  N=3 travel_real_00017 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/3 tokens=(4897,1375)
  N=3 travel_real_00017 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/3 tokens=(4246,1267)
  N=3 travel_real_00017 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/3 tokens=(4299,1212)
  N=3 travel_real_00017 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/3 tokens=(15546,1830)
  N=3 travel_real_00017 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/3 tokens=(2123,585)
  N=3 travel_real_00017 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/3 tokens=(5051,1149)
  N=3 travel_real_00017 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/3 tokens=(2123,557)
  N=3 travel_real_00017 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/3 tokens=(4869,1265)
  N=3 travel_real_00017 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/3 tokens=(4246,1315)
  N=3 travel_real_00017 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/3 tokens=(4299,1161)
  N=3 travel_real_00017 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/3 tokens=(21769,2160)
  N=3 travel_real_00017 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/3 tokens=(2123,557)
  N=3 travel_real_00017 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False} all_resolved=False n_resolved=2/3 tokens=(5023,1023)
  N=3 travel_real_00020 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=3/3 tokens=(2401,553)
  N=3 travel_real_00020 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=3/3 tokens=(5547,1519)
  N=3 travel_real_00020 seed=0 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/3 tokens=(4802,686)
  N=3 travel_real_00020 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=3/3 tokens=(4855,988)
  N=3 travel_real_00020 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=3/3 tokens=(13966,1450)
  N=3 travel_real_00020 seed=0 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/3 tokens=(14381,2265)
  N=3 travel_real_00020 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=3/3 tokens=(5701,1600)
  N=3 travel_real_00020 seed=1 arm=direct: per_fault={'ctx': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/3 tokens=(2401,133)
  N=3 travel_real_00020 seed=1 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/3 tokens=(5036,823)
  N=3 travel_real_00020 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=3/3 tokens=(4802,826)
  N=3 travel_real_00020 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=3/3 tokens=(4855,1373)
  N=3 travel_real_00020 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/3 tokens=(13931,1243)
  N=3 travel_real_00020 seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/3 tokens=(12902,1942)
  N=3 travel_real_00020 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=3/3 tokens=(5190,631)
  N=3 travel_real_00020 seed=2 arm=direct: per_fault={'ctx': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/3 tokens=(2401,133)
  N=3 travel_real_00020 seed=2 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/3 tokens=(5036,889)
  N=3 travel_real_00020 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/3 tokens=(4802,218)
  N=3 travel_real_00020 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=3/3 tokens=(4855,723)
[RETRY] selfcheckgpt task=travel_real_00020 seed=2 attempt 1/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{"final_output": "\u671f\u5f85\u4e00\u4e2a\u4eba\u7684\u671f\u65e7\u8ba1\u5212\u7248\u672c\u8ff0\u4e0a\u5728\u4e09\u6708\u4e8c\u5341\u65e5\u81f3\u4e8c\u5341\u65e5\u4e4b\u65e5\u3001\u4e00\u3001\u4e8c\u3001\u4e09\u3001\u56db\u3001\u4e94\u3001\u516d\u3001\u4e00\u3001\u4e8c\u3001\u4e09\u3001\u56db\u3001\u4e94\u3001\u516d\u3001\u4e00\u3001\u4e8c\u3001\u4e09\u3001\u56db\u3001\u4e94\u3001\u516d\u3001\u4e00\u3001\u4e8c\u3001\u4e09\u3001\u56db\u3001\u4e94\u3001\u516d\u3001\u4e00\u3001\u4e8c\u3001\u4e09\u); retrying in 3s
[RETRY] selfcheckgpt task=travel_real_00020 seed=2 attempt 2/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{"final_output": "\u671f\u5f85\u4e00\u4e2a\u4eba\u7684\u671f\u65e7\u8ba1\u5212\u7248\u672c\u8ff0\u4e0a\u5728\u4e09\u6708\u4e8c\u5341\u65e5\u81f3\u4e8c\u5341\u65e5\u4e4b\u65e5\u3001\u4e00\u3001\u4e8c\u3001\u4e09\u3001\u56db\u3001\u4e94\u3001\u516d\u3001\u4e00\u3001\u4e8c\u3001\u4e09\u3001\u56db\u3001\u4e94\u3001\u516d\u3001\u4e00\u3001\u4e8c\u3001\u4e09\u3001\u56db\u3001\u4e94\u3001\u516d\u3001\u4e00\u3001\u4e8c\u3001\u4e09\u3001\u56db\u3001\u4e94\u3001\u516d\u3001\u4e00\u3001\u4e8c\u3001\u4e09\u); retrying in 6s
[RETRY] selfcheckgpt task=travel_real_00020 seed=2 attempt 3/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{"final_output": "\u671f\u5f85\u4e00\u4e2a\u4eba\u7684\u671f\u65e7\u8ba1\u5212\u7248\u672c\u8ff0\u4e0a\u5728\u4e09\u6708\u4e8c\u5341\u65e5\u81f3\u4e8c\u5341\u65e5\u4e4b\u65e5\u3001\u4e00\u3001\u4e8c\u3001\u4e09\u3001\u56db\u3001\u4e94\u3001\u516d\u3001\u4e00\u3001\u4e8c\u3001\u4e09\u3001\u56db\u3001\u4e94\u3001\u516d\u3001\u4e00\u3001\u4e8c\u3001\u4e09\u3001\u56db\u3001\u4e94\u3001\u516d\u3001\u4e00\u3001\u4e8c\u3001\u4e09\u3001\u56db\u3001\u4e94\u3001\u516d\u3001\u4e00\u3001\u4e8c\u3001\u4e09\u); retrying in 12s
[RETRY] selfcheckgpt task=travel_real_00020 seed=2 attempt 4/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{"final_output": "\u671f\u5f85\u4e00\u4e2a\u4eba\u7684\u671f\u65e7\u8ba1\u5212\u7248\u672c\u8ff0\u4e0a\u5728\u4e09\u6708\u4e8c\u5341\u65e5\u81f3\u4e8c\u5341\u65e5\u4e4b\u65e5\u3001\u4e00\u3001\u4e8c\u3001\u4e09\u3001\u56db\u3001\u4e94\u3001\u516d\u3001\u4e00\u3001\u4e8c\u3001\u4e09\u3001\u56db\u3001\u4e94\u3001\u516d\u3001\u4e00\u3001\u4e8c\u3001\u4e09\u3001\u56db\u3001\u4e94\u3001\u516d\u3001\u4e00\u3001\u4e8c\u3001\u4e09\u3001\u56db\u3001\u4e94\u3001\u516d\u3001\u4e00\u3001\u4e8c\u3001\u4e09\u); retrying in 24s
[ERROR] selfcheckgpt failed task=travel_real_00020 seed=2: failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{"final_output": "\u671f\u5f85\u4e00\u4e2a\u4eba\u7684\u671f\u65e7\u8ba1\u5212\u7248\u672c\u8ff0\u4e0a\u5728\u4e09\u6708\u4e8c\u5341\u65e5\u81f3\u4e8c\u5341\u65e5\u4e4b\u65e5\u3001\u4e00\u3001\u4e8c\u3001\u4e09\u3001\u56db\u3001\u4e94\u3001\u516d\u3001\u4e00\u3001\u4e8c\u3001\u4e09\u3001\u56db\u3001\u4e94\u3001\u516d\u3001\u4e00\u3001\u4e8c\u3001\u4e09\u3001\u56db\u3001\u4e94\u3001\u516d\u3001\u4e00\u3001\u4e8c\u3001\u4e09\u3001\u56db\u3001\u4e94\u3001\u516d\u3001\u4e00\u3001\u4e8c\u3001\u4e09\u
  N=3 travel_real_00020 seed=2 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/3 tokens=(12926,1318)
  N=3 travel_real_00020 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=3/3 tokens=(5190,631)
  N=3 travel_real_00023 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(1915,673)
  N=3 travel_real_00023 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': False, 'preamble': True} all_resolved=False n_resolved=2/3 tokens=(4611,1632)
  N=3 travel_real_00023 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(3830,1184)
  N=3 travel_real_00023 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(3883,1285)
  N=3 travel_real_00023 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(20539,2996)
  N=3 travel_real_00023 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(1915,673)
  N=3 travel_real_00023 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(4765,1333)
  N=3 travel_real_00023 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(1915,585)
  N=3 travel_real_00023 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': False, 'preamble': True} all_resolved=False n_resolved=2/3 tokens=(4523,1428)
  N=3 travel_real_00023 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(3830,1173)
  N=3 travel_real_00023 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(3883,1250)
  N=3 travel_real_00023 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(20752,2940)
  N=3 travel_real_00023 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(1915,585)
  N=3 travel_real_00023 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(4677,1107)
  N=3 travel_real_00023 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(1915,594)
  N=3 travel_real_00023 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': False, 'preamble': True} all_resolved=False n_resolved=2/3 tokens=(4532,1456)
  N=3 travel_real_00023 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(3830,1129)
  N=3 travel_real_00023 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(3883,1300)
  N=3 travel_real_00023 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(21394,3079)
  N=3 travel_real_00023 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(1915,594)
  N=3 travel_real_00023 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=3/3 tokens=(4686,1155)
  N=3 travel_real_00028 seed=0 arm=direct: per_fault={'ctx': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/3 tokens=(2240,831)
  N=3 travel_real_00028 seed=0 arm=self_refine: per_fault={'ctx': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/3 tokens=(5650,2146)
  N=3 travel_real_00028 seed=0 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True} all_resolved=False n_resolved=2/3 tokens=(4480,2036)
  N=3 travel_real_00028 seed=0 arm=react: per_fault={'ctx': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/3 tokens=(4533,1711)
  N=3 travel_real_00028 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/3 tokens=(15447,1610)
  N=3 travel_real_00028 seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/3 tokens=(14811,2520)
  N=3 travel_real_00028 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/3 tokens=(5804,2792)
  N=3 travel_real_00028 seed=1 arm=direct: per_fault={'ctx': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/3 tokens=(2240,693)
  N=3 travel_real_00028 seed=1 arm=self_refine: per_fault={'ctx': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/3 tokens=(5323,1773)
  N=3 travel_real_00028 seed=1 arm=full_regen: per_fault={'ctx': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/3 tokens=(4480,1226)
  N=3 travel_real_00028 seed=1 arm=react: per_fault={'ctx': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/3 tokens=(4533,1727)
  N=3 travel_real_00028 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/3 tokens=(15549,1112)
  N=3 travel_real_00028 seed=1 arm=reflexion: per_fault={'ctx': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/3 tokens=(2240,693)
  N=3 travel_real_00028 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/3 tokens=(5477,1709)
  N=3 travel_real_00028 seed=2 arm=direct: per_fault={'ctx': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/3 tokens=(2240,650)
  N=3 travel_real_00028 seed=2 arm=self_refine: per_fault={'ctx': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/3 tokens=(5343,1450)
