,,fault_node_predicted,success,success,success,success,success,success,success,success,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate
real_lme_00026_e6041065,42,,True,True,True,True,True,True,True,True,1810,3620,4294,3673,1810,4140,10350,81730,387,706,724,841,387,913,528,3656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00027_21d02d0d,42,a0,False,False,False,False,False,False,False,False,2094,4188,4775,4241,11878,4621,12054,67139,325,543,413,769,461,909,374,1932,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00028_1f2b8d4f,42,,True,True,True,True,True,True,True,False,1952,3904,4686,3957,1952,4532,11202,15407,462,948,656,946,462,793,505,776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
real_lme_00029_a11281a2,42,a1,False,True,False,True,False,True,False,False,1933,3866,4485,3919,11171,4331,11312,86388,359,685,627,904,528,1024,537,3451,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
real_lme_00030_1de5cff2,42,,True,True,True,True,True,True,True,True,1633,3266,3857,3319,1633,3703,9503,32544,330,650,771,804,330,904,481,1453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00031_8ebdbe50,42,,True,True,True,True,True,True,True,True,1672,3344,3848,3397,1672,3694,9658,32982,244,437,538,605,244,679,324,1101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00032_22d2cb42,42,,True,False,True,False,True,True,False,False,1867,3734,4190,3787,1867,4036,12666,83248,223,453,518,740,223,385,362,2932,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
real_lme_00033_gpt4_385a5000,42,a3,False,False,False,False,False,False,False,False,2028,4056,4615,4109,11541,4461,11803,40558,296,506,753,923,473,891,417,1530,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00034_95bcc1c8,42,,True,True,True,True,True,True,True,True,1853,3706,4263,3759,1853,4109,10608,36924,296,581,732,708,296,646,336,1301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00035_gpt4_2312f94c,42,,True,True,True,True,True,False,True,True,1880,3760,4246,3813,1880,4092,10919,14836,250,547,571,724,250,764,347,560,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
real_lme_00036_gpt4_468eb063,42,a3,False,False,False,False,True,False,False,False,1867,3734,4160,3787,10298,4006,10840,14772,191,383,621,689,348,583,267,568,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
real_lme_00037_faba32e5,42,,True,True,True,True,True,True,True,True,1878,3756,4311,3809,1878,4157,10961,37434,295,560,816,748,295,966,434,1360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00038_b86304ba,42,a3,False,False,False,False,True,False,False,False,1879,3758,4223,3811,10472,4069,12866,60769,234,580,644,741,390,743,518,2462,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
real_lme_00039_gpt4_d6585ce8,42,a2,False,False,False,False,False,False,False,False,1945,3890,4374,3943,10995,4220,11321,87079,249,523,561,683,417,687,353,3276,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00040_gpt4_0b2f1d21,42,,True,True,True,False,True,True,False,True,1844,3688,4239,3741,1844,4085,12655,83374,312,680,645,829,312,784,571,3674,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
real_lme_00041_5809eb10,42,,True,True,True,True,True,False,True,False,1835,3670,4126,3723,1835,3972,10500,36549,224,428,636,730,224,708,282,1305,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
real_lme_00042_gpt4_5501fe77,42,,True,True,True,True,True,True,True,True,1925,3850,4533,3903,1925,4379,11040,86153,392,807,767,881,392,868,513,3746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00043_c2ac3c61,42,,True,True,True,True,True,True,True,True,1932,3864,4492,3917,1932,4338,11272,86090,367,628,673,913,367,878,513,2967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00044_gpt4_ec93e27f,42,a3,False,False,False,False,True,False,False,False,1955,3910,4462,3963,11325,4308,11220,88386,323,650,685,886,701,1019,398,3662,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
real_lme_00045_06db6396,42,a1,False,False,False,False,True,False,False,False,1892,3784,4320,3837,10811,4166,11058,84816,331,684,537,945,557,800,499,3537,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
real_lme_00046_dc439ea3,42,,True,True,True,True,True,True,True,True,1993,3986,4541,4039,1993,4387,11590,15708,296,594,604,835,296,985,375,562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00047_f685340e,42,a2,False,False,False,False,False,False,False,False,1877,3754,4394,3807,11025,4240,12890,60660,381,714,746,1074,586,1096,656,2598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00048_dccbc061,42,,True,True,True,True,True,False,True,True,1711,3422,3786,3475,1711,3632,9898,33893,161,313,465,602,161,459,240,1139,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
real_lme_00049_0862e8bf_abs,42,a1,False,False,False,False,False,False,False,False,2078,4156,4591,4209,11379,4437,14155,41293,201,427,403,731,356,557,370,1063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00050_0862e8bf,42,a2,False,False,False,False,True,False,False,True,1932,3864,4318,3917,10715,4164,11249,86144,221,472,520,750,392,590,332,2959,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
real_lme_00051_2ebe6c90,42,a3,False,False,False,False,False,False,False,False,1830,3660,4096,3713,10101,3942,10612,59723,203,407,628,706,319,719,287,2631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00052_1faac195,42,,True,True,True,True,True,True,True,True,1952,3904,4656,3957,1952,4502,11202,38725,408,615,656,878,408,1152,451,1444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00053_21d02d0d,42,a1,False,False,False,False,False,False,False,False,2111,4222,4707,4275,11857,4553,12389,16724,251,518,473,731,510,519,433,611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00054_603deb26,42,,True,True,True,True,True,True,True,True,2050,4100,4747,4153,2050,4593,14163,92137,388,712,759,981,388,919,734,3736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00055_7e974930,42,a3,False,False,False,False,True,False,False,False,2006,4012,4657,4065,7055,4503,13940,40199,384,685,860,1136,554,1004,783,1720,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
real_lme_00056_27016adc,42,a2,False,False,False,False,True,True,False,False,1741,3482,4070,3535,10149,3916,10192,78943,328,624,662,835,493,896,547,3464,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
real_lme_00057_dd2973ad,42,,True,True,True,True,True,True,True,True,2011,4022,4534,4075,2011,4380,11556,63933,281,515,581,779,281,761,332,1682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00058_b320f3f8,42,,True,True,True,True,True,True,True,True,1724,3448,4002,3501,1724,3848,10006,34244,293,534,498,706,293,854,415,1381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00059_2ebe6c90,42,a5,False,False,False,False,False,False,False,False,1910,3820,4520,3873,11309,4366,11092,62460,383,740,1100,912,517,1065,464,2629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00060_bf659f65,42,a5,False,False,False,False,False,False,False,False,2067,4134,4694,4187,11710,4540,11892,93254,299,692,984,808,466,867,354,3926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00061_d23cf73b,42,a0,False,True,False,False,True,False,False,True,2020,4040,5875,4093,15302,5721,11610,40507,1295,1647,1601,1811,1505,2046,1504,2485,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
real_lme_00062_afdc33df,42,a2,False,False,False,False,False,False,False,False,1916,3832,4525,3885,11518,4371,11298,86235,468,853,847,1069,708,1293,735,4070,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00063_d851d5ba,42,a2,False,False,False,False,False,False,False,False,1740,3480,4026,3533,10058,3872,9930,80404,285,557,635,867,495,817,432,4033,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00064_gpt4_e061b84f,42,,True,False,True,False,True,False,False,False,2054,4108,4763,4161,2054,4609,14206,91717,392,768,872,1030,392,805,759,3299,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
real_lme_00065_8ebdbe50,42,,True,True,True,True,True,True,True,True,1837,3674,4179,3727,1837,4025,10648,36388,245,534,541,639,245,882,319,1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00066_8e91e7d9,42,a3,False,False,False,False,False,False,False,False,1810,3620,4184,3673,10611,4030,10544,80863,301,762,810,827,671,916,435,3277,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00067_41698283,42,a1,False,False,False,False,False,False,False,False,1953,3906,4510,3959,11247,4356,11368,38794,317,644,530,837,474,932,411,1413,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00068_dad224aa,42,a1,False,False,False,False,False,False,False,False,1955,3910,4455,3963,11078,4301,11417,15414,286,556,495,766,438,809,416,624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00069_gpt4_31ff4165,42,a2,False,False,True,False,True,True,False,False,2063,4126,4617,4179,6887,4463,11868,90373,227,489,513,711,295,688,273,1936,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
real_lme_00070_bc149d6b,42,,True,False,True,True,True,True,False,False,2020,4040,4767,4093,2020,4613,13920,65627,439,699,821,1120,439,1148,805,2900,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
real_lme_00071_51b23612,42,,True,True,True,True,True,True,True,True,1908,3816,4257,3869,1908,4103,11087,37728,209,422,608,676,209,567,297,1144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00072_08f4fc43,42,a3,False,False,False,False,False,False,False,False,1832,3664,4283,3717,10682,4129,12484,60687,386,1508,792,863,520,1348,642,3143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00073_89941a94,42,a1,False,False,False,False,False,False,False,False,2031,4062,4603,4115,11464,4449,11888,40553,281,569,567,794,437,928,438,1436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00074_681a1674,42,a2,False,False,False,True,True,True,False,False,1782,3564,4176,3617,10432,4022,10182,56989,352,702,621,794,525,839,407,2416,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
real_lme_00075_4baee567,42,,True,True,True,True,True,False,True,False,1707,3414,3959,3467,1707,3805,9929,34073,285,503,487,737,285,1036,419,1323,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
real_lme_00076_f4f1d8a4_abs,42,,True,True,True,True,True,False,False,True,2060,4120,4594,4173,2060,4440,14334,40959,238,501,539,745,238,663,467,1272,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
real_lme_00077_2133c1b5,42,a1,False,False,False,False,False,False,False,False,2029,4058,4572,4111,11405,4418,11876,90880,280,492,489,845,494,813,452,3342,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00078_edced276,42,a3,False,False,False,False,False,False,False,False,2032,4064,4520,4117,11169,4366,11682,89449,226,486,665,709,363,594,307,2355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00079_66f24dbb,42,,True,True,True,True,True,True,True,True,2112,4224,4726,4277,2112,4572,12344,16686,296,605,476,764,296,736,429,586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00080_19b5f2b3,42,,True,True,True,True,True,True,True,True,1840,3680,4139,3733,1840,3985,10698,36663,224,448,423,711,224,643,335,1276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00081_afdc33df,42,a2,False,False,False,False,False,False,False,False,1931,3862,4277,3915,10679,4123,13085,61580,183,364,473,608,273,597,302,1603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00082_4b24c848,42,a1,False,False,False,False,True,False,False,False,2074,4148,4703,4201,11683,4549,11934,41313,293,532,596,743,428,945,348,1306,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
real_lme_00083_gpt4_2f91af09,42,,True,True,True,True,True,True,True,True,2100,4200,4750,4253,2100,4596,12399,42192,285,737,744,727,285,765,530,1524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00084_5d3d2817,42,a0,False,False,False,False,False,False,False,False,1845,3690,4156,3743,10261,4002,12481,81142,232,462,432,705,356,612,338,2626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00085_a11281a2,42,a2,False,True,True,False,True,True,False,False,1688,3376,3981,3429,9911,3827,11371,53335,317,481,666,734,451,606,411,1657,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
real_lme_00086_af082822,42,,True,True,True,True,True,False,True,True,1882,3764,4313,3817,1882,4159,10782,84994,291,483,668,901,291,663,351,3124,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
real_lme_00087_3b6f954b,42,a3,False,True,False,True,True,True,False,False,1953,3906,4360,3959,10731,4206,11350,85384,220,452,635,647,330,599,315,2182,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
real_lme_00088_078150f1,42,,True,False,True,False,True,False,True,False,1830,3660,4168,3713,1830,4014,10470,83045,303,599,761,852,303,963,458,3430,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
real_lme_00089_e493bb7c,42,a2,False,False,False,False,False,False,False,False,2014,4028,4545,4081,11292,4391,11914,40382,285,559,606,777,536,932,574,1696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00090_9ea5eabc,42,a2,False,False,False,False,True,False,False,False,1718,3436,3943,3489,5876,3789,9798,33960,274,496,628,699,332,688,322,1343,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
real_lme_00091_gpt4_5438fa52,42,,True,True,True,True,True,True,True,True,1764,3528,4145,3581,1764,3991,10210,57105,354,817,662,870,354,1028,440,2769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00092_9aaed6a3,42,,True,True,True,True,True,True,True,True,2255,4510,4994,4563,2255,4840,13020,71994,221,413,473,700,221,678,274,1689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00093_545bd2b5,42,a2,False,True,False,False,False,False,False,False,1972,3944,4450,3997,11031,4296,11584,89189,273,553,690,824,436,662,499,3247,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00094_07b6f563,42,a4,False,False,False,False,False,False,False,False,1913,3826,4322,3879,10797,4168,10968,61101,234,562,745,619,356,711,290,1741,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00095_8464fc84,42,,True,True,True,True,True,True,True,True,1921,3842,4423,3895,1921,4269,11158,87236,321,745,783,872,321,865,412,3306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00096_58470ed2,42,,True,False,True,True,True,True,True,True,1701,3402,3969,3455,1701,3815,9983,13452,307,690,741,828,307,969,515,714,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00097_2ebe6c92,42,,True,False,True,True,True,True,True,True,1921,3842,4730,3895,1921,4576,11192,88116,515,968,887,1075,515,887,623,3840,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00098_681a1674,42,,True,True,True,False,True,True,False,False,1786,3572,4299,3625,1786,4145,12207,57920,411,746,602,955,411,1194,666,2359,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
real_lme_00099_15745da0_abs,42,,True,True,True,False,True,False,False,True,1727,3454,3909,3507,1727,3755,11943,34211,222,494,414,687,222,599,425,1233,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
real_lme_00100_10e09553,42,,True,True,True,True,True,True,True,True,2000,4000,4594,4053,2000,4440,11718,39931,334,658,554,887,334,851,506,1473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00101_6a27ffc2,42,a3,False,False,False,False,False,False,False,False,1761,3522,3971,3575,9796,3817,10056,55841,216,480,633,728,355,540,259,1474,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00102_91b15a6e,42,a3,False,False,False,False,False,False,False,True,1907,3814,4432,3867,11072,4278,11331,86945,356,688,758,966,560,923,724,3758,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
real_lme_00103_66f24dbb,42,,True,True,True,True,True,False,True,False,1904,3808,4326,3861,1904,4172,11061,37536,257,471,565,734,257,789,353,958,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
real_lme_00104_61f8c8f8,42,a3,False,False,False,False,False,False,False,False,2177,4354,4921,4407,12237,4767,14933,98323,303,672,797,993,489,903,569,3827,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00105_4c36ccef,42,,True,True,True,True,True,True,True,True,1470,2940,3476,2993,1470,3322,8467,11520,275,536,594,741,275,792,381,558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00106_6cb6f249,42,a2,False,False,False,False,False,True,False,False,1917,3834,4250,3887,10455,4096,10992,84957,182,464,514,585,305,564,237,3092,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
real_lme_00107_4388e9dd,42,,True,True,True,True,True,True,True,True,2093,4186,4720,4239,2093,4566,12233,41659,272,606,739,824,272,733,398,1253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00108_60bf93ed,42,a4,False,False,False,False,False,False,False,False,1832,3664,4232,3717,10521,4078,10482,14494,307,566,863,743,437,732,366,702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00109_gpt4_68e94288,42,a3,False,False,False,False,False,False,False,False,2016,4032,4583,4085,11436,4429,13785,91422,316,698,743,890,529,856,510,3756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00110_gpt4_1a1dc16d,42,a2,False,False,False,False,False,False,False,False,1947,3894,4369,3947,10765,4215,11309,85548,238,517,535,769,346,440,317,2254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00111_c6853660,42,a3,False,False,False,False,False,False,False,False,1973,3946,4549,3999,11337,4395,11495,88881,344,823,724,811,499,873,447,3479,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00112_60472f9c,42,a2,False,False,True,False,True,True,False,False,1785,3570,4055,3623,10112,3901,10200,57356,252,425,565,717,439,766,295,2126,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
real_lme_00113_a1eacc2a,42,a3,False,True,True,True,True,False,False,True,1735,3470,3939,3523,9726,3785,9900,56146,235,473,651,898,369,699,290,2365,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
real_lme_00114_0100672e,42,,True,True,True,True,True,True,True,True,1819,3638,4328,3691,1819,4174,10611,81295,402,718,752,897,402,798,569,3487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00115_e25c3b8d,42,a2,False,False,False,False,True,False,False,False,1781,3562,4048,3615,6053,3894,10452,35596,252,496,571,738,354,677,479,1283,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
real_lme_00116_gpt4_98f46fc6,42,,True,False,True,False,True,False,False,False,2165,4330,4895,4383,2165,4741,14756,70109,301,700,657,762,301,1037,448,2582,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
real_lme_00117_b01defab,42,,True,True,True,True,True,True,True,True,2062,4124,4672,4177,2062,4518,11862,67962,288,944,642,832,288,713,337,2761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00118_d905b33f,42,a1,False,False,True,False,True,False,False,False,1715,3430,3889,3483,9665,3735,9971,77231,227,462,430,737,399,888,378,3270,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
real_lme_00119_c6853660,42,a3,False,False,False,False,False,False,False,False,1881,3762,4343,3815,10839,4189,10949,60773,322,582,735,764,480,837,442,2230,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
