,,fault_node_predicted,success,success,success,success,success,success,success,success,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate
real_lme_00019_gpt4_e414231f,42,a7,False,False,False,False,False,False,False,False,2173.0,4346.0,5340.0,4401.0,19623.0,5178.0,14755.0,17146.0,700.0,1241.0,1918.0,1146.0,2272.0,1645.0,928.0,1050.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00020_2698e78f,42,a3,False,False,False,False,False,False,False,False,1897.0,3794.0,4301.0,3849.0,13267.0,4139.0,11149.0,14956.0,294.0,579.0,951.0,500.0,1088.0,836.0,491.0,614.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00021_e56a43b9,42,a0,False,False,False,False,False,False,False,False,2343.0,4686.0,5324.0,4741.0,16544.0,5162.0,13774.0,103698.0,398.0,829.0,658.0,1188.0,1436.0,948.0,648.0,3573.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00022_6cb6f249,42,a4,False,False,False,True,False,False,False,False,1952.0,3904.0,4580.0,3959.0,12598.0,4418.0,13266.0,15368.0,412.0,772.0,1202.0,2029.0,1789.0,1210.0,742.0,739.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
real_lme_00023_e48988bc,42,,True,True,True,True,True,True,True,True,1594.0,3188.0,3774.0,3243.0,1594.0,3612.0,9167.0,12500.0,347.0,779.0,892.0,612.0,347.0,1009.0,516.0,667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00024_gpt4_4ef30696,42,a5,False,False,False,False,False,False,False,False,2077.0,4154.0,4734.0,4209.0,13086.0,4572.0,12267.0,66252.0,365.0,933.0,1139.0,867.0,1902.0,975.0,713.0,2294.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00025_gpt4_4929293b,42,,False,False,False,False,False,False,False,False,1982.0,3964.0,4922.0,4019.0,14015.0,4760.0,13380.0,87546.0,638.0,1388.0,766.0,1835.0,2431.0,1638.0,806.0,3952.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00026_e6041065,42,,True,True,True,True,True,False,True,True,1948.0,3896.0,4683.0,3951.0,1948.0,4521.0,11336.0,15317.0,574.0,1341.0,1136.0,2406.0,574.0,1212.0,830.0,894.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
real_lme_00027_21d02d0d,42,a4,False,False,False,False,False,False,False,False,2250.0,4500.0,5194.0,4555.0,16326.0,5032.0,12930.0,17726.0,429.0,826.0,1251.0,1300.0,1563.0,968.0,544.0,705.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00028_1f2b8d4f,42,,True,True,True,False,True,False,True,True,2095.0,4190.0,4994.0,4245.0,2095.0,4832.0,12182.0,41444.0,539.0,1124.0,1149.0,883.0,539.0,1030.0,718.0,1714.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
real_lme_00029_a11281a2,42,a3,False,False,False,False,False,False,False,False,2079.0,4158.0,4758.0,4213.0,16964.0,4596.0,12159.0,16380.0,361.0,822.0,846.0,1159.0,1243.0,1059.0,624.0,851.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00030_1de5cff2,42,,True,True,True,True,True,True,True,True,1759.0,3518.0,4316.0,3573.0,1759.0,4154.0,10204.0,13809.0,535.0,1019.0,1340.0,1395.0,535.0,1274.0,756.0,878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00031_8ebdbe50,42,,True,True,True,True,True,True,True,True,1804.0,3608.0,4070.0,3663.0,1804.0,3908.0,10401.0,14156.0,252.0,607.0,738.0,510.0,252.0,658.0,389.0,545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00032_22d2cb42,42,a6,False,False,False,False,False,False,False,False,2008.0,4016.0,4513.0,4071.0,15877.0,4351.0,11663.0,15823.0,285.0,522.0,1123.0,520.0,971.0,738.0,461.0,626.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00033_gpt4_385a5000,42,,True,True,True,False,True,False,False,False,2165.0,4330.0,5118.0,4385.0,2165.0,4956.0,14685.0,95795.0,519.0,1149.0,691.0,1477.0,519.0,1189.0,765.0,3611.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
real_lme_00034_95bcc1c8,42,,True,True,True,True,True,True,True,True,1968.0,3936.0,4327.0,3991.0,1968.0,4165.0,11238.0,15519.0,206.0,404.0,595.0,503.0,206.0,618.0,312.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00035_gpt4_2312f94c,42,,True,True,True,True,True,True,True,True,1998.0,3996.0,4730.0,4051.0,1998.0,4568.0,11581.0,15698.0,466.0,897.0,860.0,1365.0,466.0,996.0,648.0,834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00036_gpt4_468eb063,42,a3,False,False,False,False,False,False,False,False,2021.0,4042.0,4630.0,4097.0,14406.0,4468.0,11683.0,15877.0,345.0,630.0,891.0,734.0,1332.0,862.0,456.0,649.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00037_faba32e5,42,,True,True,True,True,True,True,True,True,1960.0,3920.0,4773.0,3975.0,1960.0,4611.0,11400.0,15407.0,564.0,1143.0,1520.0,871.0,564.0,1330.0,764.0,877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00038_b86304ba,42,a5,False,False,False,False,False,False,False,False,1984.0,3968.0,4811.0,4023.0,13525.0,4649.0,11639.0,15638.0,577.0,1112.0,1450.0,1603.0,1920.0,1491.0,893.0,941.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00039_gpt4_d6585ce8,42,a0,False,False,False,False,False,False,False,False,2029.0,4058.0,4711.0,4113.0,12933.0,4549.0,11879.0,16032.0,412.0,836.0,683.0,646.0,1694.0,1168.0,718.0,812.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00040_gpt4_0b2f1d21,42,a3,False,True,False,True,False,False,False,True,1963.0,3926.0,4563.0,3981.0,12428.0,4401.0,13339.0,87098.0,395.0,1051.0,956.0,1401.0,1645.0,1024.0,677.0,3720.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
real_lme_00041_5809eb10,42,,True,True,True,True,True,True,True,True,1975.0,3950.0,4556.0,4005.0,1975.0,4394.0,11506.0,15580.0,368.0,780.0,909.0,561.0,368.0,1009.0,584.0,718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00042_gpt4_5501fe77,42,a3,False,False,False,False,False,False,False,False,2071.0,4142.0,4645.0,4197.0,12683.0,4483.0,12128.0,16321.0,288.0,678.0,789.0,1278.0,1654.0,719.0,550.0,619.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00043_c2ac3c61,42,a0,False,False,False,False,False,False,False,False,2027.0,4054.0,4581.0,4109.0,14334.0,4419.0,11874.0,15940.0,315.0,622.0,990.0,565.0,1294.0,1111.0,599.0,647.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00044_gpt4_ec93e27f,42,a5,False,False,False,False,False,False,False,False,2120.0,4240.0,4781.0,4295.0,16859.0,4619.0,12358.0,16681.0,326.0,681.0,1167.0,1280.0,1075.0,879.0,524.0,614.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00045_06db6396,42,a3,False,False,False,False,False,False,False,False,2053.0,4106.0,4748.0,4161.0,14888.0,4586.0,11974.0,66137.0,404.0,655.0,875.0,732.0,1470.0,993.0,618.0,2867.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00046_dc439ea3,42,,True,True,True,True,True,True,True,True,2127.0,4254.0,4789.0,4309.0,2127.0,4627.0,12393.0,16754.0,324.0,614.0,855.0,738.0,324.0,959.0,529.0,689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00047_f685340e,42,a2,False,False,False,False,False,False,False,False,2006.0,4012.0,4730.0,4067.0,13036.0,4568.0,13898.0,15839.0,479.0,973.0,824.0,889.0,1827.0,1550.0,949.0,962.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00048_dccbc061,42,,True,True,True,True,True,True,True,True,1804.0,3608.0,4115.0,3663.0,1804.0,3953.0,10408.0,14149.0,296.0,492.0,804.0,528.0,296.0,709.0,446.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00049_0862e8bf_abs,42,a3,False,False,False,False,False,False,False,False,2182.0,4364.0,4989.0,4419.0,13400.0,4827.0,12721.0,17168.0,385.0,806.0,880.0,705.0,1525.0,975.0,590.0,736.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00050_0862e8bf,42,a0,False,True,False,False,False,False,False,False,2022.0,4044.0,4850.0,4099.0,12766.0,4688.0,13688.0,15998.0,541.0,901.0,791.0,735.0,1616.0,1098.0,736.0,937.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00051_2ebe6c90,42,a3,False,False,False,False,False,False,False,False,1913.0,3826.0,4456.0,3917.0,12657.0,4294.0,12982.0,15020.0,392.0,923.0,877.0,756.0,2117.0,1223.0,647.0,650.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00052_1faac195,42,,True,True,True,True,True,True,True,True,2115.0,4230.0,4609.0,4285.0,2115.0,4447.0,12259.0,16644.0,194.0,370.0,542.0,416.0,194.0,514.0,325.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00053_21d02d0d,42,a0,False,False,False,False,False,False,False,False,2263.0,4526.0,5120.0,4581.0,14371.0,4958.0,13208.0,17852.0,355.0,805.0,478.0,782.0,2176.0,1081.0,545.0,684.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00054_603deb26,42,a0,False,False,False,False,False,False,False,False,2138.0,4276.0,5018.0,4331.0,18046.0,4856.0,12496.0,94766.0,479.0,998.0,626.0,1481.0,1553.0,1108.0,708.0,3766.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00055_7e974930,42,a8,False,False,False,False,False,False,False,False,2241.0,4482.0,5206.0,4537.0,14176.0,5044.0,13253.0,17659.0,485.0,1053.0,1908.0,1347.0,1798.0,1163.0,906.0,818.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00056_27016adc,42,a2,False,False,False,False,False,False,False,False,1872.0,3744.0,4144.0,3799.0,12591.0,3982.0,10899.0,14771.0,215.0,575.0,604.0,396.0,856.0,594.0,436.0,605.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00057_dd2973ad,42,,True,False,True,False,True,False,True,True,2115.0,4230.0,4700.0,4285.0,2115.0,4538.0,12304.0,94395.0,259.0,942.0,928.0,1238.0,259.0,794.0,434.0,3906.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
real_lme_00058_b320f3f8,42,a3,False,False,False,False,False,False,False,False,1844.0,3688.0,4175.0,3743.0,14634.0,4013.0,10686.0,14475.0,274.0,464.0,822.0,907.0,902.0,717.0,460.0,584.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00059_2ebe6c90,42,a4,False,False,False,,False,False,False,False,2012.0,4024.0,4679.0,,12635.0,4517.0,13647.0,15816.0,418.0,1162.0,1229.0,,1377.0,1150.0,665.0,720.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
