,,fault_node_predicted,success,success,success,success,success,success,success,success,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate
real_lme_00021_e56a43b9,42,,True,True,True,True,True,True,True,,2201.0,4402.0,4724.0,4455.0,2201.0,4570.0,12882.0,,139.0,289.0,327.0,437.0,139.0,387.0,277.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00022_6cb6f249,42,,True,True,True,False,True,True,True,,1835.0,3670.0,4159.0,3723.0,1835.0,4005.0,10668.0,,278.0,598.0,660.0,765.0,278.0,557.0,380.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
real_lme_00023_e48988bc,42,,True,True,True,True,True,True,True,,1508.0,3016.0,3362.0,3069.0,1508.0,3208.0,10240.0,,164.0,319.0,373.0,376.0,164.0,425.0,319.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00024_gpt4_4ef30696,42,a3,False,False,False,True,True,False,False,,2031.0,4027.0,4559.0,4080.0,11319.0,4440.0,11501.0,,290.0,526.0,691.0,757.0,817.0,724.0,532.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,
real_lme_00025_gpt4_4929293b,42,,True,False,True,True,True,False,True,,1865.0,3730.0,3965.0,3783.0,1865.0,3811.0,10841.0,,76.0,214.0,206.0,513.0,76.0,351.0,187.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
real_lme_00026_e6041065,42,,True,True,True,True,True,True,True,,1820.0,3640.0,4088.0,3693.0,1820.0,3934.0,10548.0,,210.0,365.0,519.0,789.0,210.0,698.0,307.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00027_21d02d0d,42,,True,True,True,True,True,True,True,,2113.0,4226.0,4532.0,4279.0,2113.0,4378.0,12335.0,,122.0,199.0,331.0,566.0,122.0,467.0,247.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00028_1f2b8d4f,42,a3,False,True,False,False,False,True,False,,1963.0,3926.0,4349.0,3979.0,11261.0,4195.0,11519.0,,182.0,367.0,573.0,622.0,1537.0,525.0,420.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,
real_lme_00029_a11281a2,42,,True,True,True,True,True,True,True,,1944.0,3888.0,4368.0,3976.0,1944.0,4214.0,11350.0,,241.0,378.0,551.0,578.0,241.0,729.0,399.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00030_1de5cff2,42,,True,True,True,True,True,True,True,,1634.0,3268.0,3676.0,3321.0,1634.0,3522.0,9501.0,,199.0,390.0,520.0,680.0,199.0,582.0,401.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00031_8ebdbe50,42,,True,True,True,False,True,False,True,,1687.0,3374.0,3671.0,3427.0,1687.0,3517.0,9742.0,,116.0,254.0,313.0,435.0,116.0,360.0,223.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
real_lme_00032_22d2cb42,42,,True,True,True,True,True,True,True,,1871.0,3742.0,4129.0,3795.0,1871.0,3975.0,10875.0,,176.0,352.0,446.0,643.0,176.0,339.0,288.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00033_gpt4_385a5000,42,,True,True,True,False,True,True,True,False,2050.0,4100.0,4554.0,4153.0,2050.0,4400.0,11919.0,90569.0,211.0,429.0,606.0,607.0,211.0,641.0,304.0,2240.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
real_lme_00034_95bcc1c8,42,,True,True,True,True,True,True,True,,1859.0,3718.0,4095.0,3771.0,1859.0,3941.0,10789.0,,167.0,344.0,458.0,529.0,167.0,475.0,264.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00035_gpt4_2312f94c,42,,True,True,True,True,True,True,True,,1904.0,3808.0,4184.0,3861.0,1904.0,4030.0,12958.0,,189.0,421.0,492.0,672.0,189.0,688.0,359.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00036_gpt4_468eb063,42,a0,False,False,False,True,False,False,False,,1877.0,3754.0,3980.0,3807.0,9873.0,3826.0,10949.0,,68.0,187.0,180.0,559.0,366.0,234.0,234.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,
real_lme_00037_faba32e5,42,,True,True,True,True,True,True,True,,1884.0,3768.0,4148.0,3821.0,1884.0,3994.0,10984.0,,171.0,376.0,377.0,624.0,171.0,573.0,330.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00038_b86304ba,42,a0,False,True,True,True,False,False,False,,1891.0,3782.0,4014.0,3835.0,9963.0,3860.0,11007.0,,78.0,211.0,167.0,590.0,365.0,230.0,215.0,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,
real_lme_00039_gpt4_d6585ce8,42,a1,False,False,False,True,False,False,False,,1954.0,3908.0,4401.0,3961.0,11668.0,4247.0,13844.0,,280.0,533.0,543.0,910.0,1015.0,595.0,901.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,
real_lme_00040_gpt4_0b2f1d21,42,,True,True,True,True,True,True,True,,1853.0,3706.0,4266.0,3759.0,1853.0,4112.0,12584.0,,289.0,490.0,602.0,608.0,289.0,709.0,457.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00041_5809eb10,42,,True,True,True,True,True,True,True,,1872.0,3744.0,4055.0,3797.0,1872.0,3901.0,10885.0,,128.0,250.0,304.0,564.0,128.0,380.0,250.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00042_gpt4_5501fe77,42,,True,True,True,True,True,True,True,,1938.0,3876.0,4289.0,3929.0,1938.0,4135.0,11118.0,,199.0,417.0,429.0,607.0,199.0,455.0,249.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00043_c2ac3c61,42,,True,True,True,False,True,True,True,,1937.0,3874.0,4263.0,3927.0,1937.0,4109.0,11289.0,,179.0,463.0,502.0,696.0,179.0,498.0,317.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
real_lme_00044_gpt4_ec93e27f,42,,True,True,True,False,True,True,True,,1995.0,3990.0,4474.0,4043.0,1995.0,4320.0,11585.0,,242.0,520.0,540.0,699.0,242.0,689.0,326.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
real_lme_00045_06db6396,42,,True,True,True,True,True,True,True,,1900.0,3800.0,4315.0,3853.0,1900.0,4126.0,11071.0,,241.0,378.0,517.0,635.0,241.0,639.0,389.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00046_dc439ea3,42,,True,True,True,True,True,True,True,,1998.0,3996.0,4307.0,4049.0,1998.0,4153.0,11654.0,,130.0,211.0,335.0,472.0,130.0,479.0,280.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00047_f685340e,42,a2,False,False,False,False,False,False,True,False,1886.0,3772.0,4264.0,3825.0,10652.0,4110.0,13167.0,84496.0,253.0,457.0,454.0,677.0,400.0,661.0,594.0,2393.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
real_lme_00048_dccbc061,42,,True,True,True,True,True,True,True,,1721.0,3442.0,3739.0,3495.0,1721.0,3585.0,9961.0,,116.0,270.0,296.0,525.0,116.0,361.0,241.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00049_0862e8bf_abs,42,a1,False,False,False,False,False,False,False,,2089.0,4178.0,4482.0,4231.0,11083.0,4328.0,12224.0,,120.0,241.0,318.0,510.0,219.0,373.0,283.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
real_lme_00050_0862e8bf,42,,True,True,True,True,True,True,True,,1947.0,3894.0,4362.0,3947.0,1947.0,4208.0,11313.0,,200.0,370.0,565.0,522.0,200.0,477.0,299.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00051_2ebe6c90,42,a1,False,False,False,False,False,False,False,,1848.0,3696.0,4016.0,3749.0,10236.0,3862.0,10721.0,,150.0,455.0,350.0,631.0,661.0,346.0,248.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
real_lme_00052_1faac195,42,,True,True,True,True,True,True,True,True,1959.0,3918.0,4212.0,3971.0,1959.0,4058.0,11383.0,38786.0,112.0,225.0,288.0,499.0,112.0,393.0,249.0,785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00053_21d02d0d,42,,True,True,True,True,True,False,True,,2127.0,4254.0,4577.0,4307.0,2127.0,4423.0,12440.0,,139.0,318.0,325.0,608.0,139.0,495.0,309.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
real_lme_00054_603deb26,42,,True,True,True,True,True,False,True,,2060.0,4120.0,4517.0,4173.0,2060.0,4363.0,12035.0,,186.0,391.0,504.0,641.0,186.0,512.0,339.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
real_lme_00055_7e974930,42,a3,False,True,False,False,False,True,True,,2079.0,4158.0,4674.0,4211.0,11648.0,4520.0,14205.0,,276.0,568.0,695.0,816.0,484.0,730.0,470.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,
real_lme_00056_27016adc,42,,True,True,True,True,True,True,True,,1757.0,3514.0,3919.0,3567.0,1757.0,3765.0,10237.0,,194.0,427.0,535.0,692.0,194.0,562.0,376.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00057_dd2973ad,42,,True,True,True,True,True,True,True,,2021.0,4042.0,4365.0,4095.0,2021.0,4211.0,11837.0,,142.0,307.0,330.0,651.0,142.0,393.0,346.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00058_b320f3f8,42,,True,False,True,False,True,True,True,,1734.0,3468.0,3867.0,3521.0,1734.0,3713.0,10067.0,,188.0,272.0,487.0,563.0,188.0,521.0,332.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
real_lme_00059_2ebe6c90,42,a2,False,False,False,False,False,False,False,,1927.0,3854.0,4228.0,3907.0,10869.0,4074.0,11205.0,,183.0,362.0,635.0,679.0,798.0,483.0,308.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
real_lme_00060_bf659f65,42,,True,True,True,True,True,True,True,,2075.0,4150.0,4555.0,4203.0,2075.0,4401.0,14411.0,,222.0,299.0,1167.0,699.0,222.0,541.0,458.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00061_d23cf73b,42,,True,False,True,True,True,False,True,,2028.0,4056.0,4649.0,4109.0,2028.0,4495.0,11800.0,,327.0,580.0,777.0,764.0,327.0,671.0,420.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
real_lme_00062_afdc33df,42,a3,False,False,False,False,False,False,False,False,1921.0,3842.0,4403.0,3895.0,11223.0,4249.0,12233.0,86252.0,319.0,644.0,771.0,726.0,567.0,868.0,787.0,2814.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00063_d851d5ba,42,,True,True,True,True,True,True,True,,1760.0,3520.0,3948.0,3573.0,1760.0,3794.0,10324.0,,218.0,390.0,533.0,755.0,218.0,1034.0,468.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00064_gpt4_e061b84f,42,,True,False,True,False,True,True,True,,2062.0,4124.0,4676.0,4177.0,2062.0,4522.0,12189.0,,310.0,549.0,531.0,629.0,310.0,698.0,571.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
real_lme_00065_8ebdbe50,42,,True,True,True,True,True,True,False,,1849.0,3698.0,4008.0,3751.0,1849.0,3854.0,12502.0,,129.0,284.0,317.0,531.0,129.0,603.0,237.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
real_lme_00066_8e91e7d9,42,,True,True,True,True,True,True,True,,1843.0,3686.0,3996.0,3739.0,1843.0,3842.0,10705.0,,126.0,364.0,326.0,579.0,126.0,408.0,247.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00067_41698283,42,,True,False,True,True,True,False,True,,2014.0,4028.0,4354.0,4081.0,2014.0,4200.0,11743.0,,142.0,283.0,337.0,625.0,142.0,459.0,257.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
real_lme_00068_dad224aa,42,,True,True,True,True,True,False,True,,1983.0,3966.0,4273.0,4019.0,1983.0,4119.0,11578.0,,126.0,255.0,311.0,552.0,126.0,428.0,277.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
real_lme_00069_gpt4_31ff4165,42,,True,True,True,True,True,True,True,,2135.0,4270.0,4598.0,4323.0,2135.0,4444.0,12495.0,,142.0,226.0,348.0,571.0,142.0,391.0,323.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00070_bc149d6b,42,,True,True,True,True,True,False,True,,2066.0,4132.0,4531.0,4185.0,2066.0,4377.0,12044.0,,189.0,332.0,483.0,767.0,189.0,520.0,293.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
real_lme_00071_51b23612,42,,True,True,True,True,True,True,True,,1920.0,3840.0,4174.0,3893.0,1920.0,4020.0,11189.0,,150.0,354.0,459.0,436.0,150.0,410.0,315.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00072_08f4fc43,42,,True,True,True,False,True,True,True,,1839.0,3678.0,4269.0,3731.0,1839.0,4115.0,10675.0,,325.0,582.0,761.0,884.0,325.0,783.0,437.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
real_lme_00073_89941a94,42,a2,False,False,False,False,False,False,False,,2047.0,4094.0,4488.0,4147.0,11135.0,4334.0,13979.0,,202.0,287.0,484.0,685.0,696.0,526.0,375.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
real_lme_00074_681a1674,42,,True,False,True,True,True,True,True,,1830.0,3660.0,3952.0,3713.0,1830.0,3798.0,10620.0,,108.0,274.0,289.0,598.0,108.0,347.0,244.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00075_4baee567,42,,True,True,True,False,True,False,True,False,1733.0,3466.0,3778.0,3519.0,1733.0,3624.0,10071.0,76539.0,130.0,260.0,315.0,516.0,130.0,419.0,263.0,2017.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
real_lme_00076_f4f1d8a4_abs,42,a3,False,False,False,False,False,False,False,,2062.0,4124.0,4576.0,4177.0,11392.0,4422.0,14242.0,,211.0,475.0,611.0,600.0,483.0,557.0,420.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
real_lme_00077_2133c1b5,42,,True,True,True,True,True,True,True,,2042.0,4084.0,4466.0,4137.0,2042.0,4312.0,11943.0,,197.0,458.0,372.0,587.0,197.0,606.0,355.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00078_edced276,42,a2,False,True,True,True,False,True,True,,2051.0,4102.0,4466.0,4155.0,11026.0,4312.0,13989.0,,156.0,311.0,464.0,564.0,489.0,481.0,378.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
real_lme_00079_66f24dbb,42,,True,True,True,True,True,True,True,,2117.0,4234.0,4539.0,4287.0,2117.0,4385.0,12363.0,,122.0,239.0,382.0,505.0,122.0,432.0,266.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00080_19b5f2b3,42,,True,True,True,True,True,True,True,,1874.0,3748.0,4113.0,3801.0,1874.0,3959.0,10884.0,,153.0,338.0,348.0,608.0,153.0,525.0,269.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00081_afdc33df,42,a0,False,False,False,False,False,False,False,False,1938.0,3876.0,4190.0,3929.0,10507.0,4036.0,11350.0,85565.0,134.0,308.0,326.0,614.0,364.0,391.0,324.0,2217.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00082_4b24c848,42,,True,True,True,True,True,True,True,,2081.0,4162.0,4556.0,4215.0,2081.0,4402.0,12141.0,,182.0,363.0,469.0,696.0,182.0,496.0,301.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00083_gpt4_2f91af09,42,,True,True,True,True,True,True,True,,2114.0,4228.0,4800.0,4281.0,2114.0,4646.0,12475.0,,301.0,558.0,779.0,911.0,301.0,762.0,569.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00084_5d3d2817,42,,True,True,True,True,True,True,True,,1862.0,3724.0,3964.0,3777.0,1862.0,3810.0,10807.0,,84.0,275.0,223.0,528.0,84.0,251.0,183.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00085_a11281a2,42,,True,True,True,True,True,True,True,,1702.0,3404.0,3780.0,3457.0,1702.0,3626.0,9855.0,,165.0,305.0,365.0,577.0,165.0,399.0,299.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00086_af082822,42,,True,True,True,True,True,True,True,,1929.0,3858.0,4251.0,3911.0,1929.0,4097.0,11224.0,,183.0,361.0,466.0,760.0,183.0,429.0,296.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00087_3b6f954b,42,,True,True,True,True,True,True,True,,1966.0,3932.0,4278.0,3985.0,1966.0,4124.0,11420.0,,134.0,270.0,456.0,399.0,134.0,295.0,229.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00088_078150f1,42,,True,True,True,True,True,True,True,,1853.0,3706.0,4118.0,3759.0,1853.0,3964.0,10781.0,,200.0,279.0,478.0,714.0,200.0,701.0,341.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00089_e493bb7c,42,a1,False,False,False,False,False,False,True,,2020.0,4040.0,4462.0,4093.0,11076.0,4308.0,13784.0,,212.0,413.0,543.0,620.0,514.0,679.0,406.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
real_lme_00090_9ea5eabc,42,a1,False,True,True,False,False,False,True,,1722.0,3444.0,3808.0,3497.0,9803.0,3654.0,11603.0,,155.0,227.0,335.0,530.0,765.0,440.0,255.0,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,
real_lme_00091_gpt4_5438fa52,42,a1,False,True,False,True,True,False,True,,1779.0,3558.0,3995.0,3611.0,5931.0,3841.0,12149.0,,223.0,455.0,440.0,656.0,714.0,596.0,438.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,
real_lme_00092_9aaed6a3,42,,True,True,True,True,True,True,True,,2338.0,4676.0,5086.0,4729.0,2338.0,4932.0,13708.0,,200.0,380.0,509.0,511.0,200.0,508.0,347.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00093_545bd2b5,42,,True,True,True,True,True,True,True,,1978.0,3956.0,4214.0,4009.0,1978.0,4060.0,11598.0,,103.0,302.0,233.0,486.0,103.0,325.0,298.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00094_07b6f563,42,a1,False,False,False,False,False,False,False,,1933.0,3866.0,4267.0,3919.0,11315.0,4113.0,11499.0,,189.0,544.0,501.0,606.0,1044.0,524.0,568.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
real_lme_00095_8464fc84,42,,True,True,True,True,True,False,True,,1928.0,3856.0,4157.0,3909.0,1928.0,4003.0,11180.0,,118.0,238.0,254.0,669.0,118.0,363.0,204.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
real_lme_00096_58470ed2,42,a1,False,True,False,True,False,False,False,,1718.0,3436.0,3790.0,3489.0,9412.0,3636.0,10066.0,,171.0,282.0,371.0,639.0,535.0,445.0,432.0,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,
real_lme_00097_2ebe6c92,42,,True,True,True,True,True,True,True,,1934.0,3868.0,4375.0,3921.0,1934.0,4221.0,11272.0,,268.0,438.0,715.0,848.0,268.0,617.0,420.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00098_681a1674,42,a3,False,False,True,True,False,True,False,,1834.0,3668.0,4128.0,3721.0,10818.0,3974.0,10678.0,,237.0,447.0,540.0,796.0,1030.0,633.0,412.0,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,
real_lme_00099_15745da0_abs,42,a0,False,False,False,False,False,False,False,,1738.0,3476.0,3720.0,3529.0,9259.0,3566.0,10124.0,,88.0,430.0,299.0,558.0,384.0,247.0,256.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
real_lme_00100_10e09553,42,,True,True,True,True,True,False,True,True,2011.0,4022.0,4460.0,4075.0,2011.0,4306.0,11807.0,89351.0,226.0,476.0,571.0,645.0,226.0,668.0,452.0,2485.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
real_lme_00101_6a27ffc2,42,a1,False,True,True,True,True,True,True,,1776.0,3552.0,3877.0,3605.0,5686.0,3723.0,12013.0,,143.0,293.0,352.0,754.0,383.0,372.0,286.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00102_91b15a6e,42,,True,True,True,True,True,True,True,,1914.0,3828.0,4233.0,3881.0,1914.0,4079.0,11184.0,,193.0,479.0,411.0,544.0,193.0,553.0,379.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
