dataset,model,baseline,is_success,bl_success,delta,ci_low,ci_high,p_raw,n,p_holm,holm_reject
truthfulqa_real,mistral-nemo-12b,reflexion,0.8611111111111112,0.8055555555555556,0.05555555555555555,-0.05555555555555555,0.16666666666666666,0.625,36,1.0,False
truthfulqa_real,mistral-nemo-12b,full_regen,0.8611111111111112,0.6944444444444444,0.16666666666666666,0.027777777777777776,0.3055555555555556,0.0703125,36,1.0,False
truthfulqa_real,mistral-nemo-12b,tot,0.8695652173913043,0.5652173913043478,0.30434782608695654,0.13043478260869565,0.4782608695652174,0.015625,23,1.0,False
truthfulqa_real,mistral-nemo-12b,selfcheckgpt,0.8484848484848485,0.7272727272727273,0.12121212121212122,0.0,0.2727272727272727,0.21875,33,1.0,False
hotpotqa_real,qwen-2.5-7b,direct,0.9166666666666666,0.7777777777777778,0.1388888888888889,0.027777777777777776,0.25,0.0625,36,1.0,False
hotpotqa_real,qwen-2.5-7b,react,0.9166666666666666,0.7777777777777778,0.1388888888888889,0.027777777777777776,0.25,0.0625,36,1.0,False
hotpotqa_real,qwen-2.5-7b,self_refine,0.9166666666666666,0.8055555555555556,0.1111111111111111,0.027777777777777776,0.2222222222222222,0.125,36,1.0,False
hotpotqa_real,qwen-2.5-7b,reflexion,0.9166666666666666,0.8333333333333334,0.08333333333333333,0.0,0.19444444444444445,0.25,36,1.0,False
hotpotqa_real,qwen-2.5-7b,full_regen,0.9166666666666666,0.6944444444444444,0.2222222222222222,0.08333333333333333,0.3611111111111111,0.0078125,36,1.0,False
hotpotqa_real,qwen-2.5-7b,selfcheckgpt,0.9166666666666666,0.7222222222222222,0.19444444444444445,0.08333333333333333,0.3333333333333333,0.015625,36,1.0,False
hotpotqa_real,deepseek-v3,direct,0.8611111111111112,0.8333333333333334,0.027777777777777776,0.0,0.08333333333333333,1.0,36,1.0,False
hotpotqa_real,deepseek-v3,react,0.8611111111111112,0.8055555555555556,0.05555555555555555,0.0,0.1388888888888889,0.5,36,1.0,False
hotpotqa_real,deepseek-v3,self_refine,0.8611111111111112,0.7777777777777778,0.08333333333333333,0.0,0.19444444444444445,0.25,36,1.0,False
hotpotqa_real,deepseek-v3,reflexion,0.8611111111111112,0.9166666666666666,-0.05555555555555555,-0.1388888888888889,0.0,0.5,36,1.0,False
hotpotqa_real,deepseek-v3,full_regen,0.8611111111111112,0.7777777777777778,0.08333333333333333,0.0,0.19444444444444445,0.25,36,1.0,False
hotpotqa_real,deepseek-v3,tot,0.8611111111111112,0.8611111111111112,0.0,-0.1111111111111111,0.1111111111111111,1.0,36,1.0,False
hotpotqa_real,deepseek-v3,selfcheckgpt,0.8611111111111112,0.9166666666666666,-0.05555555555555555,-0.16666666666666666,0.05555555555555555,0.625,36,1.0,False
hotpotqa_real,gemini-2.5-flash,direct,0.8333333333333334,0.8055555555555556,0.027777777777777776,0.0,0.08333333333333333,1.0,36,1.0,False
hotpotqa_real,gemini-2.5-flash,react,0.8333333333333334,0.8055555555555556,0.027777777777777776,0.0,0.08333333333333333,1.0,36,1.0,False
hotpotqa_real,gemini-2.5-flash,self_refine,0.8333333333333334,0.7222222222222222,0.1111111111111111,0.027777777777777776,0.2222222222222222,0.125,36,1.0,False
hotpotqa_real,gemini-2.5-flash,reflexion,0.8333333333333334,0.8333333333333334,0.0,-0.08333333333333333,0.08333333333333333,1.0,36,1.0,False
hotpotqa_real,gemini-2.5-flash,full_regen,0.8333333333333334,0.7777777777777778,0.05555555555555555,0.0,0.1388888888888889,0.5,36,1.0,False
hotpotqa_real,gemini-2.5-flash,tot,0.8285714285714286,0.8571428571428571,-0.02857142857142857,-0.14285714285714285,0.05714285714285714,1.0,35,1.0,False
hotpotqa_real,gemini-2.5-flash,selfcheckgpt,0.8333333333333334,0.75,0.08333333333333333,0.0,0.19444444444444445,0.25,36,1.0,False
hotpotqa_real,gpt-oss-20b,direct,0.9444444444444444,0.9166666666666666,0.027777777777777776,0.0,0.08333333333333333,1.0,36,1.0,False
hotpotqa_real,gpt-oss-20b,react,0.9444444444444444,0.8333333333333334,0.1111111111111111,0.027777777777777776,0.2222222222222222,0.125,36,1.0,False
hotpotqa_real,gpt-oss-20b,self_refine,0.9444444444444444,0.8888888888888888,0.05555555555555555,-0.05555555555555555,0.16666666666666666,0.625,36,1.0,False
hotpotqa_real,gpt-oss-20b,reflexion,0.9444444444444444,0.9722222222222222,-0.027777777777777776,-0.1111111111111111,0.05555555555555555,1.0,36,1.0,False
hotpotqa_real,gpt-oss-20b,full_regen,0.9444444444444444,0.8888888888888888,0.05555555555555555,0.0,0.1388888888888889,0.5,36,1.0,False
hotpotqa_real,gpt-oss-20b,tot,1.0,0.9375,0.0625,0.0,0.1875,1.0,16,1.0,False
hotpotqa_real,gpt-oss-20b,selfcheckgpt,0.9565217391304348,0.9130434782608695,0.043478260869565216,0.0,0.13043478260869565,1.0,23,1.0,False
hotpotqa_real,llama-3.1-8b,direct,0.9722222222222222,0.9166666666666666,0.05555555555555555,0.0,0.1388888888888889,0.5,36,1.0,False
hotpotqa_real,llama-3.1-8b,react,0.9722222222222222,0.9166666666666666,0.05555555555555555,0.0,0.1388888888888889,0.5,36,1.0,False
hotpotqa_real,llama-3.1-8b,self_refine,0.9722222222222222,0.9166666666666666,0.05555555555555555,0.0,0.1388888888888889,0.5,36,1.0,False
hotpotqa_real,llama-3.1-8b,reflexion,0.9722222222222222,0.9444444444444444,0.027777777777777776,0.0,0.08333333333333333,1.0,36,1.0,False
hotpotqa_real,llama-3.1-8b,full_regen,0.9722222222222222,0.8888888888888888,0.08333333333333333,0.0,0.19444444444444445,0.25,36,1.0,False
hotpotqa_real,llama-3.1-8b,tot,0.9722222222222222,0.7777777777777778,0.19444444444444445,0.08333333333333333,0.3333333333333333,0.015625,36,1.0,False
hotpotqa_real,llama-3.1-8b,selfcheckgpt,0.9722222222222222,0.75,0.2222222222222222,0.08333333333333333,0.3611111111111111,0.0078125,36,1.0,False
hotpotqa_real,llama-3.3-70b,direct,0.8611111111111112,0.8333333333333334,0.027777777777777776,0.0,0.08333333333333333,1.0,36,1.0,False
hotpotqa_real,llama-3.3-70b,react,0.8611111111111112,0.8055555555555556,0.05555555555555555,0.0,0.1388888888888889,0.5,36,1.0,False
hotpotqa_real,llama-3.3-70b,self_refine,0.8611111111111112,0.7777777777777778,0.08333333333333333,-0.027777777777777776,0.19444444444444445,0.375,36,1.0,False
hotpotqa_real,llama-3.3-70b,reflexion,0.8611111111111112,0.9722222222222222,-0.1111111111111111,-0.2222222222222222,-0.027777777777777776,0.125,36,1.0,False
hotpotqa_real,llama-3.3-70b,full_regen,0.8611111111111112,0.8611111111111112,0.0,-0.08333333333333333,0.08333333333333333,1.0,36,1.0,False
hotpotqa_real,llama-3.3-70b,tot,0.8611111111111112,0.8333333333333334,0.027777777777777776,-0.05555555555555555,0.1388888888888889,1.0,36,1.0,False
hotpotqa_real,llama-3.3-70b,selfcheckgpt,0.8611111111111112,0.7777777777777778,0.08333333333333333,0.0,0.19444444444444445,0.25,36,1.0,False
hotpotqa_real,mistral-nemo-12b,direct,0.9166666666666666,0.8333333333333334,0.08333333333333333,0.0,0.19444444444444445,0.25,36,1.0,False
hotpotqa_real,mistral-nemo-12b,react,0.9166666666666666,0.8333333333333334,0.08333333333333333,-0.027777777777777776,0.19444444444444445,0.375,36,1.0,False
hotpotqa_real,mistral-nemo-12b,self_refine,0.9166666666666666,0.8055555555555556,0.1111111111111111,0.027777777777777776,0.2222222222222222,0.125,36,1.0,False
hotpotqa_real,mistral-nemo-12b,reflexion,0.9166666666666666,0.8611111111111112,0.05555555555555555,0.0,0.1388888888888889,0.5,36,1.0,False
hotpotqa_real,mistral-nemo-12b,full_regen,0.9166666666666666,0.8888888888888888,0.027777777777777776,-0.08333333333333333,0.1388888888888889,1.0,36,1.0,False
hotpotqa_real,mistral-nemo-12b,tot,0.9,0.8666666666666667,0.03333333333333333,-0.06666666666666667,0.13333333333333333,1.0,30,1.0,False
hotpotqa_real,mistral-nemo-12b,selfcheckgpt,0.9142857142857143,0.8,0.11428571428571428,0.02857142857142857,0.22857142857142856,0.125,35,1.0,False
longmemeval_real,qwen-2.5-7b,direct,0.7166666666666667,0.7,0.016666666666666666,0.0,0.05,1.0,60,1.0,False
longmemeval_real,qwen-2.5-7b,react,0.7166666666666667,0.6333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.125,60,1.0,False
longmemeval_real,qwen-2.5-7b,self_refine,0.7166666666666667,0.6666666666666666,0.05,-0.03333333333333333,0.13333333333333333,0.453125,60,1.0,False
longmemeval_real,qwen-2.5-7b,reflexion,0.7166666666666667,0.7666666666666667,-0.05,-0.11666666666666667,0.0,0.25,60,1.0,False
longmemeval_real,qwen-2.5-7b,full_regen,0.7166666666666667,0.6666666666666666,0.05,0.0,0.11666666666666667,0.25,60,1.0,False
longmemeval_real,qwen-2.5-7b,selfcheckgpt,0.7166666666666667,0.75,-0.03333333333333333,-0.1,0.03333333333333333,0.625,60,1.0,False
longmemeval_real,deepseek-v3,direct,0.45614035087719296,0.3684210526315789,0.08771929824561403,0.017543859649122806,0.17543859649122806,0.0625,57,1.0,False
longmemeval_real,deepseek-v3,react,0.45614035087719296,0.3157894736842105,0.14035087719298245,0.017543859649122806,0.2631578947368421,0.057373046875,57,1.0,False
longmemeval_real,deepseek-v3,self_refine,0.45614035087719296,0.2631578947368421,0.19298245614035087,0.08771929824561403,0.3157894736842105,0.00341796875,57,0.98779296875,False
longmemeval_real,deepseek-v3,reflexion,0.45614035087719296,0.43859649122807015,0.017543859649122806,-0.08771929824561403,0.12280701754385964,1.0,57,1.0,False
longmemeval_real,deepseek-v3,full_regen,0.45614035087719296,0.3684210526315789,0.08771929824561403,-0.017543859649122806,0.19298245614035087,0.2265625,57,1.0,False
longmemeval_real,deepseek-v3,tot,0.46511627906976744,0.4418604651162791,0.023255813953488372,-0.11627906976744186,0.18604651162790697,1.0,43,1.0,False
longmemeval_real,deepseek-v3,selfcheckgpt,0.4423076923076923,0.40384615384615385,0.038461538461538464,-0.057692307692307696,0.1346153846153846,0.6875,52,1.0,False
longmemeval_real,gemini-2.5-flash,direct,0.3,0.2833333333333333,0.016666666666666666,0.0,0.05,1.0,60,1.0,False
longmemeval_real,gemini-2.5-flash,react,0.3050847457627119,0.2542372881355932,0.05084745762711865,-0.03389830508474576,0.13559322033898305,0.453125,59,1.0,False
longmemeval_real,gemini-2.5-flash,self_refine,0.3,0.23333333333333334,0.06666666666666667,0.0,0.15,0.21875,60,1.0,False
longmemeval_real,gemini-2.5-flash,reflexion,0.3,0.3333333333333333,-0.03333333333333333,-0.1,0.03333333333333333,0.625,60,1.0,False
longmemeval_real,gemini-2.5-flash,full_regen,0.3,0.3,0.0,-0.06666666666666667,0.06666666666666667,1.0,60,1.0,False
longmemeval_real,gemini-2.5-flash,tot,0.3,0.26666666666666666,0.03333333333333333,-0.03333333333333333,0.1,0.625,60,1.0,False
longmemeval_real,gemini-2.5-flash,selfcheckgpt,0.3,0.26666666666666666,0.03333333333333333,0.0,0.08333333333333333,0.5,60,1.0,False
longmemeval_real,llama-3.1-8b,direct,0.7833333333333333,0.6333333333333333,0.15,0.06666666666666667,0.25,0.00390625,60,1.0,False
longmemeval_real,llama-3.1-8b,react,0.7833333333333333,0.6166666666666667,0.16666666666666666,0.06666666666666667,0.26666666666666666,0.00634765625,60,1.0,False
longmemeval_real,llama-3.1-8b,self_refine,0.7833333333333333,0.5166666666666667,0.26666666666666666,0.15,0.38333333333333336,0.00014495849609375,60,0.0440673828125,True
longmemeval_real,llama-3.1-8b,reflexion,0.7833333333333333,0.7666666666666667,0.016666666666666666,-0.06666666666666667,0.1,1.0,60,1.0,False
longmemeval_real,llama-3.1-8b,full_regen,0.7833333333333333,0.6333333333333333,0.15,0.05,0.25,0.01171875,60,1.0,False
longmemeval_real,llama-3.1-8b,tot,0.7833333333333333,0.55,0.23333333333333334,0.11666666666666667,0.35,0.000518798828125,60,0.154083251953125,False
longmemeval_real,llama-3.1-8b,selfcheckgpt,0.7833333333333333,0.5,0.2833333333333333,0.16666666666666666,0.4,7.62939453125e-05,60,0.0235748291015625,True
longmemeval_real,llama-3.3-70b,direct,0.5666666666666667,0.43333333333333335,0.13333333333333333,0.05,0.23333333333333334,0.0078125,60,1.0,False
longmemeval_real,llama-3.3-70b,react,0.5666666666666667,0.4,0.16666666666666666,0.05,0.2833333333333333,0.012939453125,60,1.0,False
longmemeval_real,llama-3.3-70b,self_refine,0.5666666666666667,0.48333333333333334,0.08333333333333333,-0.05,0.21666666666666667,0.332305908203125,60,1.0,False
longmemeval_real,llama-3.3-70b,reflexion,0.5666666666666667,0.7,-0.13333333333333333,-0.26666666666666666,0.0,0.09625244140625,60,1.0,False
longmemeval_real,llama-3.3-70b,full_regen,0.5666666666666667,0.45,0.11666666666666667,0.016666666666666666,0.21666666666666667,0.0654296875,60,1.0,False
longmemeval_real,llama-3.3-70b,tot,0.5666666666666667,0.3,0.26666666666666666,0.15,0.38333333333333336,0.00014495849609375,60,0.0440673828125,True
longmemeval_real,llama-3.3-70b,selfcheckgpt,0.5666666666666667,0.3333333333333333,0.23333333333333334,0.13333333333333333,0.35,0.0001220703125,60,0.0374755859375,True
longmemeval_real,mistral-nemo-12b,direct,0.7333333333333333,0.55,0.18333333333333332,0.08333333333333333,0.2833333333333333,0.0009765625,60,0.2890625,False
longmemeval_real,mistral-nemo-12b,react,0.7333333333333333,0.5833333333333334,0.15,0.05,0.25,0.01171875,60,1.0,False
longmemeval_real,mistral-nemo-12b,self_refine,0.7333333333333333,0.5,0.23333333333333334,0.13333333333333333,0.35,0.0001220703125,60,0.0374755859375,True
longmemeval_real,mistral-nemo-12b,reflexion,0.7333333333333333,0.7333333333333333,0.0,-0.1,0.1,1.0,60,1.0,False
longmemeval_real,mistral-nemo-12b,full_regen,0.7333333333333333,0.5833333333333334,0.15,0.03333333333333333,0.26666666666666666,0.0224609375,60,1.0,False
longmemeval_real,mistral-nemo-12b,tot,0.7358490566037735,0.6792452830188679,0.05660377358490566,-0.018867924528301886,0.1509433962264151,0.375,53,1.0,False
longmemeval_real,mistral-nemo-12b,selfcheckgpt,0.7333333333333333,0.5333333333333333,0.2,0.1,0.31666666666666665,0.0018310546875,60,0.538330078125,False
musique_real,qwen-2.5-7b,direct,0.85,0.8,0.05,0.0,0.11666666666666667,0.25,60,1.0,False
musique_real,qwen-2.5-7b,react,0.85,0.65,0.2,0.1,0.3,0.00048828125,60,0.14697265625,False
musique_real,qwen-2.5-7b,self_refine,0.85,0.6333333333333333,0.21666666666666667,0.1,0.3333333333333333,0.002349853515625,60,0.68145751953125,False
musique_real,qwen-2.5-7b,reflexion,0.85,0.8333333333333334,0.016666666666666666,-0.03333333333333333,0.06666666666666667,1.0,60,1.0,False
musique_real,qwen-2.5-7b,full_regen,0.85,0.8,0.05,-0.05,0.15,0.5078125,60,1.0,False
musique_real,qwen-2.5-7b,tot,0.8181818181818182,0.7727272727272727,0.045454545454545456,-0.13636363636363635,0.22727272727272727,1.0,22,1.0,False
musique_real,qwen-2.5-7b,selfcheckgpt,0.85,0.75,0.1,-0.016666666666666666,0.21666666666666667,0.14599609375,60,1.0,False
musique_real,deepseek-v3,direct,0.6166666666666667,0.5666666666666667,0.05,0.0,0.11666666666666667,0.25,60,1.0,False
musique_real,deepseek-v3,react,0.6166666666666667,0.6666666666666666,-0.05,-0.16666666666666666,0.08333333333333333,0.6072387695312499,60,1.0,False
musique_real,deepseek-v3,self_refine,0.6166666666666667,0.55,0.06666666666666667,-0.05,0.18333333333333332,0.4239501953125,60,1.0,False
musique_real,deepseek-v3,reflexion,0.6166666666666667,0.7166666666666667,-0.1,-0.2,0.0,0.109375,60,1.0,False
musique_real,deepseek-v3,full_regen,0.6166666666666667,0.5666666666666667,0.05,-0.05,0.15,0.5078125,60,1.0,False
musique_real,deepseek-v3,tot,0.6166666666666667,0.6166666666666667,0.0,-0.1,0.1,1.0,60,1.0,False
musique_real,deepseek-v3,selfcheckgpt,0.6166666666666667,0.6333333333333333,-0.016666666666666666,-0.1,0.06666666666666667,1.0,60,1.0,False
musique_real,gemini-2.5-flash,direct,0.6,0.5166666666666667,0.08333333333333333,0.016666666666666666,0.16666666666666666,0.0625,60,1.0,False
musique_real,gemini-2.5-flash,react,0.6,0.4166666666666667,0.18333333333333332,0.03333333333333333,0.3333333333333333,0.03468966484069824,60,1.0,False
musique_real,gemini-2.5-flash,self_refine,0.6,0.4166666666666667,0.18333333333333332,0.06666666666666667,0.3,0.00738525390625,60,1.0,False
musique_real,gemini-2.5-flash,reflexion,0.6,0.6833333333333333,-0.08333333333333333,-0.16666666666666666,-0.016666666666666666,0.0625,60,1.0,False
musique_real,gemini-2.5-flash,full_regen,0.6,0.55,0.05,-0.06666666666666667,0.18333333333333332,0.6072387695312499,60,1.0,False
musique_real,gemini-2.5-flash,tot,0.6,0.6333333333333333,-0.03333333333333333,-0.16666666666666666,0.1,0.8145294189453125,60,1.0,False
musique_real,gemini-2.5-flash,selfcheckgpt,0.6,0.5166666666666667,0.08333333333333333,-0.016666666666666666,0.18333333333333332,0.1796875,60,1.0,False
musique_real,llama-3.1-8b,direct,0.9166666666666666,0.7666666666666667,0.15,0.06666666666666667,0.25,0.00390625,60,1.0,False
musique_real,llama-3.1-8b,react,0.9166666666666666,0.6666666666666666,0.25,0.15,0.36666666666666664,6.103515625e-05,60,0.01904296875,True
musique_real,llama-3.1-8b,self_refine,0.9166666666666666,0.6666666666666666,0.25,0.15,0.36666666666666664,6.103515625e-05,60,0.01904296875,True
musique_real,llama-3.1-8b,reflexion,0.9166666666666666,0.9,0.016666666666666666,-0.03333333333333333,0.08333333333333333,1.0,60,1.0,False
musique_real,llama-3.1-8b,full_regen,0.9166666666666666,0.7666666666666667,0.15,0.05,0.25,0.01171875,60,1.0,False
musique_real,llama-3.1-8b,tot,0.9166666666666666,0.7166666666666667,0.2,0.1,0.3,0.00048828125,60,0.14697265625,False
musique_real,llama-3.1-8b,selfcheckgpt,0.9166666666666666,0.5166666666666667,0.4,0.2833333333333333,0.5166666666666667,1.1920928955078125e-07,60,3.7789344787597656e-05,True
musique_real,llama-3.3-70b,direct,0.9333333333333333,0.8333333333333334,0.1,0.03333333333333333,0.18333333333333332,0.03125,60,1.0,False
musique_real,llama-3.3-70b,react,0.9333333333333333,0.8166666666666667,0.11666666666666667,0.05,0.2,0.015625,60,1.0,False
musique_real,llama-3.3-70b,self_refine,0.9333333333333333,0.7833333333333333,0.15,0.06666666666666667,0.25,0.00390625,60,1.0,False
musique_real,llama-3.3-70b,reflexion,0.9333333333333333,0.9666666666666667,-0.03333333333333333,-0.1,0.03333333333333333,0.625,60,1.0,False
musique_real,llama-3.3-70b,full_regen,0.9333333333333333,0.8166666666666667,0.11666666666666667,0.03333333333333333,0.2,0.015625,60,1.0,False
musique_real,llama-3.3-70b,tot,0.9333333333333333,0.55,0.38333333333333336,0.26666666666666666,0.5,2.384185791015625e-07,60,7.534027099609375e-05,True
musique_real,llama-3.3-70b,selfcheckgpt,0.9333333333333333,0.7,0.23333333333333334,0.13333333333333333,0.35,0.0001220703125,60,0.0374755859375,True
musique_real,mistral-nemo-12b,direct,0.8166666666666667,0.7166666666666667,0.1,0.03333333333333333,0.18333333333333332,0.03125,60,1.0,False
musique_real,mistral-nemo-12b,react,0.8166666666666667,0.6833333333333333,0.13333333333333333,0.03333333333333333,0.23333333333333334,0.021484375,60,1.0,False
musique_real,mistral-nemo-12b,self_refine,0.8166666666666667,0.6166666666666667,0.2,0.1,0.3,0.00048828125,60,0.14697265625,False
musique_real,mistral-nemo-12b,reflexion,0.8166666666666667,0.85,-0.03333333333333333,-0.13333333333333333,0.06666666666666667,0.75390625,60,1.0,False
musique_real,mistral-nemo-12b,full_regen,0.8166666666666667,0.7166666666666667,0.1,-0.016666666666666666,0.21666666666666667,0.1795654296875,60,1.0,False
musique_real,mistral-nemo-12b,tot,0.8235294117647058,0.6862745098039216,0.13725490196078433,0.0,0.27450980392156865,0.11846923828124999,51,1.0,False
musique_real,mistral-nemo-12b,selfcheckgpt,0.8166666666666667,0.75,0.06666666666666667,-0.016666666666666666,0.16666666666666666,0.2890625,60,1.0,False
strategyqa_real,qwen-2.5-7b,direct,0.8285714285714286,0.8285714285714286,0.0,0.0,0.0,1.0,35,1.0,False
strategyqa_real,qwen-2.5-7b,react,0.8285714285714286,0.8285714285714286,0.0,-0.08571428571428572,0.08571428571428572,1.0,35,1.0,False
