,,fault_node_predicted,success,success,success,success,success,success,success,success,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate
real_musique_00020_3hop2__132957_379231_40768,42,,True,True,True,True,True,True,True,True,1880.0,3760.0,4215.0,3813.0,1880.0,4061.0,10770.0,83264.0,227.0,577.0,543.0,667.0,227.0,704.0,391.0,2335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00021_3hop1__438364_443779_52195,42,,True,False,True,True,True,False,True,False,1583.0,3166.0,3956.0,3219.0,1583.0,3802.0,9162.0,70280.0,450.0,1023.0,1013.0,897.0,450.0,1131.0,597.0,2746.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
real_musique_00022_3hop1__539312_744503_34754,42,,True,True,True,False,True,False,False,,1751.0,3502.0,4186.0,3555.0,1751.0,4032.0,12014.0,,400.0,774.0,864.0,776.0,400.0,989.0,691.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,
real_musique_00023_3hop1__133292_40769_64047,42,a3,False,False,False,False,False,False,False,True,2055.0,4110.0,4627.0,4163.0,12233.0,4473.0,14171.0,92981.0,262.0,614.0,666.0,847.0,1195.0,721.0,578.0,2638.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
real_musique_00024_3hop1__79039_131926_90707,42,a4,False,False,False,False,False,False,False,False,1701.0,3402.0,4097.0,3455.0,11550.0,3943.0,9920.0,75657.0,355.0,783.0,642.0,910.0,1930.0,1060.0,556.0,2513.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_musique_00025_3hop1__813285_774554_124169,42,,True,True,True,True,True,True,True,,1767.0,3534.0,4092.0,3622.0,1767.0,3938.0,10092.0,,244.0,511.0,867.0,586.0,244.0,730.0,317.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_musique_00026_3hop2__304722_796034_63959,42,,True,True,True,True,True,True,False,,1819.0,3638.0,4230.0,3691.0,1819.0,4076.0,12480.0,,316.0,683.0,841.0,847.0,316.0,833.0,649.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
real_musique_00027_3hop1__857_846_7798,42,,True,True,True,True,True,True,True,,1792.0,3584.0,4025.0,3637.0,1792.0,3871.0,10427.0,,220.0,549.0,661.0,715.0,220.0,692.0,357.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_musique_00028_3hop2__304722_330033_63959,42,a2,False,True,False,False,False,False,False,,1812.0,3624.0,4116.0,3677.0,10997.0,3962.0,10609.0,,236.0,644.0,544.0,644.0,1099.0,565.0,433.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,
real_musique_00029_3hop1__136129_87694_64412,42,,True,True,True,True,True,True,True,,1860.0,3720.0,4112.0,3773.0,1860.0,3958.0,10846.0,,165.0,394.0,466.0,500.0,165.0,534.0,381.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_musique_00030_3hop1__305282_282081_10972,42,,True,True,True,True,True,True,True,,1810.0,3620.0,4294.0,3673.0,1810.0,4140.0,10509.0,,362.0,686.0,894.0,742.0,362.0,1077.0,478.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_musique_00031_3hop2__6989_37759_74563,42,,True,True,True,True,True,True,True,,1619.0,3238.0,3826.0,3291.0,1619.0,3672.0,9475.0,,307.0,629.0,819.0,866.0,307.0,833.0,520.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_musique_00032_3hop1__131783_131926_90707,42,,True,True,True,True,True,False,True,,1674.0,3348.0,3803.0,3401.0,1674.0,3649.0,9709.0,,205.0,376.0,597.0,884.0,205.0,595.0,358.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
real_musique_00033_3hop1__768500_730460_78782,42,,True,True,True,True,True,True,True,,1538.0,3076.0,4114.0,3129.0,1538.0,3960.0,10494.0,,683.0,1098.0,1020.0,1236.0,683.0,1400.0,960.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_musique_00034_3hop2__855821_467331_162182,42,,True,True,True,True,True,False,True,True,1978.0,3956.0,4515.0,4009.0,1978.0,4361.0,11569.0,87534.0,274.0,569.0,881.0,716.0,274.0,698.0,462.0,2370.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
real_musique_00035_3hop2__30152_105395_20999,42,a3,False,False,False,False,False,False,False,,1842.0,3684.0,4277.0,3737.0,11692.0,4123.0,10791.0,,309.0,566.0,872.0,847.0,1609.0,862.0,514.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
real_musique_00036_3hop1__847420_720378_15538,42,,True,True,True,True,True,True,True,True,1661.0,3322.0,3867.0,3375.0,1661.0,3713.0,9456.0,74234.0,261.0,525.0,626.0,809.0,261.0,623.0,421.0,2415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00037_3hop1__662618_339990_54675,42,,True,True,True,True,True,True,True,,1789.0,3578.0,4318.0,3631.0,1789.0,4164.0,10352.0,,400.0,764.0,1117.0,1041.0,400.0,1127.0,491.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_musique_00038_3hop1__747772_514761_594810,42,,True,True,True,True,True,True,True,True,1838.0,3711.0,4230.0,3729.0,1838.0,4076.0,10769.0,80983.0,297.0,553.0,733.0,914.0,297.0,712.0,425.0,2301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00039_3hop1__131783_131926_90707,42,,True,True,True,False,True,False,True,True,1801.0,3602.0,4075.0,3655.0,1801.0,3921.0,10444.0,79810.0,217.0,469.0,605.0,829.0,217.0,869.0,321.0,2290.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
real_musique_00040_3hop2__326964_263934_7713,42,a2,False,True,False,False,True,True,True,True,1808.0,3616.0,3959.0,3669.0,9819.0,3805.0,12369.0,84092.0,144.0,484.0,421.0,768.0,584.0,459.0,455.0,2965.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
real_musique_00041_3hop1__635099_131926_89261,42,,True,True,True,True,True,True,True,,1811.0,3622.0,4096.0,3675.0,1811.0,3942.0,10534.0,,218.0,570.0,603.0,832.0,218.0,363.0,392.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_musique_00042_3hop1__109422_720914_41132,42,,True,True,True,True,True,True,False,,1862.0,3724.0,4285.0,3777.0,1862.0,4131.0,12603.0,,277.0,624.0,720.0,740.0,277.0,680.0,383.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
real_musique_00043_3hop2__79512_16214_84681,42,a3,False,False,False,False,False,False,False,,1709.0,3418.0,4047.0,3471.0,10919.0,3893.0,11667.0,,347.0,871.0,771.0,735.0,1338.0,939.0,605.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
real_musique_00044_3hop2__809962_89048_66294,42,,True,True,True,False,True,False,True,,1620.0,3240.0,4038.0,3293.0,1620.0,3884.0,9338.0,,507.0,724.0,848.0,969.0,507.0,1175.0,605.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
real_musique_00045_3hop1__489567_443779_52195,42,,True,True,True,False,True,True,True,,1605.0,3210.0,3857.0,3263.0,1605.0,3703.0,9272.0,,335.0,900.0,958.0,820.0,335.0,805.0,464.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
real_musique_00046_3hop1__401538_132457_47686,42,,True,True,True,True,True,False,True,True,1639.0,3278.0,3834.0,3331.0,1639.0,3680.0,9579.0,73655.0,272.0,473.0,741.0,674.0,272.0,676.0,501.0,2391.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
real_musique_00047_3hop1__639955_834494_33939,42,,True,True,True,True,True,True,True,,1863.0,3726.0,4512.0,3779.0,1863.0,4358.0,10926.0,,418.0,766.0,1101.0,913.0,418.0,1178.0,618.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_musique_00048_3hop2__89048_228_66294,42,a4,False,False,False,False,False,False,False,,1835.0,3670.0,4285.0,3723.0,10717.0,4131.0,12567.0,,334.0,832.0,927.0,902.0,994.0,749.0,609.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
real_musique_00049_3hop1__86965_488922_4093,42,a6,False,False,False,False,False,True,True,,1569.0,3138.0,3969.0,3191.0,10851.0,3815.0,10776.0,,493.0,705.0,1080.0,882.0,1502.0,1185.0,870.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
real_musique_00050_3hop1__92251_34179_23375,42,,True,True,True,True,True,True,True,,1535.0,3070.0,3661.0,3123.0,1535.0,3507.0,8700.0,,343.0,639.0,922.0,782.0,343.0,790.0,408.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_musique_00051_3hop2__132957_133264_40768,42,,True,True,True,True,True,True,True,,2016.0,4032.0,4861.0,4085.0,2016.0,4707.0,11763.0,,461.0,814.0,1173.0,972.0,461.0,1074.0,598.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_musique_00052_3hop1__641921_42197_18397,42,,True,True,True,True,True,True,True,,1736.0,3472.0,4020.0,3525.0,1736.0,3866.0,10031.0,,265.0,553.0,571.0,927.0,265.0,960.0,351.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_musique_00053_3hop1__142044_538202_84283,42,,True,True,True,False,True,True,True,,1865.0,3695.0,4440.0,3783.0,1865.0,4251.0,10627.0,,370.0,444.0,562.0,784.0,370.0,1099.0,458.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
real_musique_00054_3hop1__409517_547811_80702,42,,True,True,True,True,True,False,True,,1869.0,3738.0,4134.0,3791.0,1869.0,3980.0,10832.0,,168.0,356.0,477.0,691.0,168.0,595.0,260.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
real_musique_00055_3hop1__106042_64399_59680,42,,True,True,True,True,True,True,True,,1731.0,3462.0,3959.0,3515.0,1731.0,3805.0,11703.0,,242.0,554.0,680.0,576.0,242.0,625.0,380.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_musique_00056_3hop1__742464_15840_36002,42,,True,True,True,False,True,True,True,False,1779.0,3558.0,4258.0,3611.0,1779.0,4104.0,10468.0,79619.0,389.0,792.0,1069.0,934.0,389.0,1062.0,665.0,2763.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
real_musique_00057_3hop1__131783_131926_90707,42,a3,False,True,True,False,False,False,False,False,1702.0,3404.0,3909.0,3457.0,10432.0,3755.0,9858.0,75395.0,249.0,653.0,671.0,737.0,1147.0,746.0,376.0,2438.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
real_musique_00058_3hop1__465684_160545_34751,42,,True,True,True,True,True,True,True,True,1701.0,3402.0,4091.0,3455.0,1701.0,3937.0,9696.0,75930.0,377.0,690.0,582.0,845.0,377.0,981.0,442.0,2764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00059_3hop1__315504_629431_64412,42,,True,True,True,False,True,True,True,,2103.0,4206.0,4724.0,4259.0,2103.0,4570.0,12314.0,,262.0,644.0,704.0,701.0,262.0,669.0,422.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
