,,fault_node_predicted,success,success,success,success,success,success,success,success,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate
real_musique_00024_3hop1__79039_131926_90707,42,,True,True,True,True,True,True,False,False,1670,3340,3869,3393,1670,3715,11254,33434,294,668,804,810,294,799,399,1350,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
real_musique_00025_3hop1__813285_774554_124169,42,,True,True,True,True,True,True,True,True,1704,3408,4011,3461,1704,3857,9714,75191,305,554,671,875,305,870,365,2356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00026_3hop2__304722_796034_63959,42,,True,True,True,True,True,False,True,False,1747,3494,4211,3547,1747,4057,11807,78129,391,788,683,867,391,1068,537,2965,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
real_musique_00027_3hop1__857_846_7798,42,,True,True,True,True,True,True,True,True,1735,3470,4075,3523,1735,3921,10036,13706,309,605,715,874,309,908,395,689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00028_3hop2__304722_330033_63959,42,a2,False,True,False,False,True,False,False,False,1703,3406,3961,3459,9905,3807,9850,75571,285,621,604,857,469,783,376,2809,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
real_musique_00029_3hop1__136129_87694_64412,42,,True,True,True,True,True,False,True,True,1802,3604,4177,3657,1802,4023,10489,58361,275,793,708,761,275,768,421,2209,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
real_musique_00030_3hop1__305282_282081_10972,42,,True,True,True,True,True,True,True,True,1729,3458,3973,3511,1729,3819,9864,76567,245,588,546,652,245,759,330,3113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00031_3hop2__6989_37759_74563,42,,True,True,True,True,True,True,True,True,1555,3110,3717,3163,1555,3563,8820,31034,351,790,887,899,351,1014,511,1635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00032_3hop1__131783_131926_90707,42,,True,True,True,True,True,True,False,True,1650,3300,3781,3353,1650,3627,11252,32975,239,618,543,882,239,562,495,1307,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
real_musique_00033_3hop1__768500_730460_78782,42,,True,True,True,True,True,True,True,True,1500,3000,3529,3053,1500,3375,8644,48234,259,501,467,690,259,713,360,2060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00034_3hop2__855821_467331_162182,42,,True,True,True,True,True,True,True,True,1877,3754,4387,3807,1877,4233,10952,37347,336,721,599,859,336,926,490,1347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00035_3hop2__30152_105395_20999,42,a4,False,True,True,True,True,False,False,False,1806,3612,4144,3665,10327,3990,12253,81089,262,603,741,808,440,830,467,3875,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
real_musique_00036_3hop1__847420_720378_15538,42,,True,True,True,False,True,True,True,True,1626,3252,3995,3305,1626,3841,9246,52121,445,809,966,921,445,905,898,2290,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
real_musique_00037_3hop1__662618_339990_54675,42,,True,True,True,False,True,True,False,False,1752,3504,4483,3557,1752,4329,11830,78620,639,1157,986,1172,639,1192,750,4382,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
real_musique_00038_3hop1__747772_514761_594810,42,,True,True,True,True,True,True,False,True,1833,3631,4164,3684,1833,4010,12454,80666,298,997,503,1011,298,870,567,3872,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
real_musique_00039_3hop1__131783_131926_90707,42,,True,True,True,True,True,True,True,False,1777,3554,4047,3607,1777,3893,10321,14069,279,559,701,868,279,907,408,736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
real_musique_00040_3hop2__326964_263934_7713,42,a1,False,True,True,False,True,False,False,False,1783,3566,4071,3619,10151,3917,12120,80777,263,881,677,943,437,755,489,3485,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
real_musique_00041_3hop1__635099_131926_89261,42,,True,True,True,True,True,True,True,True,1763,3526,4079,3579,1763,3925,10343,13943,283,569,744,733,283,681,488,711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00042_3hop1__109422_720914_41132,42,,True,True,True,True,True,True,True,True,1780,3560,4394,3613,1780,4240,10170,78757,452,885,744,947,452,882,512,2772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00043_3hop2__79512_16214_84681,42,,True,True,True,True,True,False,True,True,1679,3358,3968,3411,1679,3814,9724,74855,312,632,870,1017,312,891,413,2945,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
real_musique_00044_3hop2__809962_89048_66294,42,a3,False,False,False,False,False,False,False,False,1583,3166,4253,3219,10908,4099,9141,51569,678,1136,1051,1215,893,1782,798,3301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_musique_00045_3hop1__489567_443779_52195,42,,True,True,True,True,True,True,True,True,1546,3092,3737,3145,1546,3583,8920,31112,347,827,915,865,347,638,473,1784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00046_3hop1__401538_132457_47686,42,,True,True,True,True,True,True,True,True,1597,3194,3859,3247,1597,3705,9341,31890,367,648,978,932,367,940,606,1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00047_3hop1__639955_834494_33939,42,,True,True,True,True,True,True,True,False,1811,3622,4161,3675,1811,4007,10644,14335,269,730,718,829,269,808,509,659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
real_musique_00048_3hop2__89048_228_66294,42,a2,False,False,False,False,True,False,False,False,1796,3592,4245,3645,10676,4091,12341,81732,384,761,873,1027,569,956,696,3577,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
real_musique_00049_3hop1__86965_488922_4093,42,,True,True,True,True,True,True,False,True,1529,3058,4133,3111,1529,3979,10491,49114,735,1741,1280,1316,735,1611,1080,2854,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
real_musique_00050_3hop1__92251_34179_23375,42,,True,False,True,True,True,True,True,True,1496,2992,3671,3045,1496,3517,8466,67694,381,965,749,1028,381,1039,632,4144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00051_3hop2__132957_133264_40768,42,,True,True,True,True,True,True,True,True,1910,3820,4437,3873,1910,4283,10950,62424,361,878,797,975,361,1003,541,2869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00052_3hop1__641921_42197_18397,42,,True,True,True,True,True,True,False,True,1713,3426,4042,3479,1713,3888,11558,77362,346,719,701,997,346,957,485,3506,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
real_musique_00053_3hop1__142044_538202_84283,42,,True,True,True,True,True,True,True,True,1755,3510,4326,3563,1755,4172,10187,78551,434,872,908,1157,434,1215,557,3363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00054_3hop1__409517_547811_80702,42,,True,True,True,True,True,True,True,True,1810,3620,4530,3673,1810,4376,10555,35985,500,1017,967,1077,500,699,673,1615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00055_3hop1__106042_64399_59680,42,,True,True,True,True,True,True,True,False,1704,3408,3939,3461,1704,3785,9855,55105,261,603,716,704,261,683,373,2313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
real_musique_00056_3hop1__742464_15840_36002,42,a1,False,False,True,True,True,True,False,False,1728,3456,4095,3509,6206,3941,10120,78163,383,935,583,937,498,1064,621,3705,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
real_musique_00057_3hop1__131783_131926_90707,42,,True,True,True,True,True,True,True,False,1678,3356,3851,3409,1678,3697,9782,33772,281,601,701,841,281,785,470,1484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
real_musique_00058_3hop1__465684_160545_34751,42,,True,True,True,True,True,True,True,True,1641,3282,3955,3335,1641,3801,9336,32660,347,847,753,864,347,1003,506,1687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00059_3hop1__315504_629431_64412,42,,True,True,True,True,True,True,True,True,2005,4010,4726,4063,2005,4572,11747,89013,390,1010,878,951,390,1108,580,3261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00060_3hop1__639955_834494_33939,42,,True,True,True,True,True,True,True,False,1774,3548,4068,3601,1774,3914,10134,35224,250,515,700,807,250,693,334,1182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
real_musique_00061_3hop1__77966_91191_156667,42,,True,True,True,True,True,True,True,True,1657,3314,4304,3367,1657,4150,9604,53090,552,942,919,1202,552,830,665,2567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00062_3hop2__831456_467331_162182,42,a5,False,False,True,True,True,False,False,True,1790,3580,4210,3633,6372,4056,10412,80464,374,1052,987,957,468,1164,529,3770,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
real_musique_00063_3hop2__668732_467331_162182,42,,True,True,True,True,True,True,True,True,1658,3316,4216,3369,1658,4062,9658,33281,490,1205,888,1075,490,1366,662,1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00064_3hop1__226638_538202_84283,42,,True,True,True,True,True,True,True,True,1569,3138,3775,3191,1569,3621,9142,50340,339,637,559,977,339,524,555,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00065_3hop1__818422_160545_34754,42,,True,True,True,False,True,True,True,True,1747,3494,4328,3547,1747,4174,10183,79380,536,910,910,1085,536,1290,709,4244,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
real_musique_00066_3hop1__222497_309482_89834,42,,True,True,True,True,True,True,True,True,1900,3800,4633,3853,1900,4479,11040,61175,451,943,725,1053,451,1097,565,2623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00067_3hop1__830700_538202_84283,42,,True,True,True,True,True,True,True,True,1622,3244,3864,3297,1622,3710,9364,52310,322,658,894,859,322,1008,418,2496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00068_3hop2__87184_36497_76291,42,,True,True,True,True,True,True,True,True,1584,3168,3900,3221,1584,3746,9142,72689,406,779,624,873,406,1169,502,4065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00069_3hop2__127483_84553_10557,42,,True,True,True,True,True,True,True,True,1806,3612,4512,3665,1806,4358,10573,36005,581,994,1259,1204,581,1466,787,1808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00070_3hop1__76377_40769_64047,42,a1,False,False,True,False,True,False,False,False,1623,3246,3944,3299,6006,3790,9228,72696,421,779,638,842,514,1170,575,3759,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
real_musique_00071_3hop1__586087_339990_54675,42,,True,True,True,False,True,True,True,True,1523,3046,3753,3099,1523,3599,8776,67385,381,1004,667,980,381,1063,477,2929,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
real_musique_00072_3hop1__241001_568433_51423,42,,True,False,True,True,True,True,False,True,1841,3682,4915,3735,1841,4761,12809,83714,767,1280,1511,1365,767,1275,1235,4179,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
real_musique_00073_3hop1__446612_160545_34754,42,,True,True,True,True,True,False,False,False,1774,3548,4288,3601,1774,4134,12033,80065,443,870,747,1065,443,1251,617,3597,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
real_musique_00074_3hop1__351696_42197_18397,42,,True,True,True,True,True,True,True,True,1588,3176,3827,3229,1588,3673,9283,73758,353,667,784,942,353,1091,596,4477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00075_3hop1__19768_19788_15107,42,,True,True,True,True,True,True,True,True,1753,3506,4274,3559,1753,4120,10494,78312,414,726,717,911,414,879,865,3178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00076_3hop1__458916_665330_47686,42,,True,True,True,True,True,True,True,True,1602,3204,4014,3257,1602,3860,9244,31902,456,957,870,951,456,1017,547,1659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00077_3hop1__836699_15840_36002,42,a4,False,True,True,False,True,False,False,True,1589,3178,4146,3231,6426,3992,10679,52626,628,1339,1219,1096,703,1287,845,3342,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
real_musique_00078_3hop1__132968_40769_64047,42,a1,False,True,True,True,True,False,False,False,1875,3750,4313,3803,6486,4159,12681,37692,293,711,508,869,380,866,414,1655,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
real_musique_00079_3hop1__90327_73181_68042,42,,True,True,True,True,True,True,True,True,1622,3244,3902,3297,1622,3748,11059,32737,360,669,727,1008,360,896,597,1617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00080_3hop1__64957_87694_124169,42,,True,True,True,True,True,True,True,True,1830,3660,4451,3713,1830,4297,10470,36931,493,1029,859,1022,493,1369,768,1779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00081_3hop1__41865_55331_34700,42,,True,True,True,True,True,True,True,True,1676,3352,3939,3405,1676,3785,9546,54432,289,548,825,871,289,883,460,2470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00082_3hop2__67618_30587_44003,42,,True,True,True,True,True,True,False,False,1670,3340,3877,3393,1670,3723,11261,33572,267,644,476,785,267,799,430,1570,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
real_musique_00083_3hop1__128516_30587_83479,42,,True,True,True,True,True,True,False,False,1711,3422,4374,3475,1711,4220,11551,34294,571,897,1414,1157,571,1496,686,1786,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
real_musique_00084_3hop2__132957_52222_40768,42,,True,True,True,True,True,True,True,False,1703,3406,4104,3459,1703,3950,9708,77412,400,812,716,1110,400,1090,800,4048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
real_musique_00085_3hop1__103180_214799_259594,42,,True,True,True,True,True,True,True,True,1517,3034,3880,3087,1517,3726,8592,67754,527,1241,933,1065,527,1427,586,3943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00086_3hop1__418091_15840_36014,42,a2,False,False,False,False,True,True,False,False,1769,3538,4070,3591,6106,3916,10234,56670,262,558,587,833,349,812,343,2160,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
real_musique_00087_3hop2__92991_87184_76291,42,,True,False,True,True,True,True,True,True,1603,3206,3757,3259,1603,3603,9280,73166,281,571,665,707,281,822,406,3798,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00088_3hop1__593597_40769_64047,42,a3,False,False,False,False,True,True,False,False,1651,3302,4138,3355,10456,3984,9396,75539,454,918,854,881,616,1268,556,4306,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
real_musique_00089_3hop1__567955_503371_21711,42,,True,True,True,True,True,True,False,False,1821,3642,4418,3695,1821,4264,12345,82858,422,947,858,935,422,1196,553,3893,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
real_musique_00090_3hop1__691197_15840_36002,42,a3,False,False,True,False,True,True,False,False,1807,3614,4139,3667,6216,3985,10486,36096,255,682,702,786,352,777,365,1431,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
real_musique_00091_3hop1__106845_5188_86687,42,,True,True,True,True,True,True,True,True,1504,3008,3811,3061,1504,3657,8789,69117,505,1084,877,1066,505,1259,734,3825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00092_3hop1__850160_15840_36014,42,,True,True,True,True,True,True,True,True,1694,3388,4056,3441,1694,3902,9940,55234,370,703,586,1033,370,983,610,2545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00093_3hop1__524212_831637_91775,42,,True,True,True,True,True,True,True,True,1584,3168,3727,3221,1584,3573,10811,31820,289,738,716,774,289,789,646,1338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00094_3hop2__326964_320101_7713,42,,True,True,True,True,True,True,False,False,1790,3580,4453,3633,1790,4299,12097,81146,491,1348,830,1025,491,1069,606,4128,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
real_musique_00095_3hop1__131820_59747_48534,42,,True,True,True,True,True,True,False,True,1563,3126,4194,3179,1563,4040,10741,69237,602,1260,1084,1084,602,1029,831,3381,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
real_musique_00096_3hop2__49541_140875_51068,42,,True,True,True,False,True,True,True,True,1579,3158,3866,3211,1579,3712,9312,71205,452,1053,1057,1105,452,1120,768,4027,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
real_musique_00097_3hop1__102461_24918_24991,42,,True,True,True,True,True,True,True,True,1812,3624,4244,3677,1812,4090,10498,58161,322,702,881,769,322,971,418,2291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00098_3hop2__132957_133292_40768,42,,True,True,True,True,True,True,True,True,1686,3372,3913,3425,1686,3759,9606,54634,306,745,755,869,306,828,498,2465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00099_3hop1__488744_443779_52195,42,,True,True,True,True,True,True,True,True,1511,3022,3822,3075,1511,3668,8708,48759,446,945,915,1076,446,1009,563,2596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00100_3hop1__754160_831637_91775,42,,True,True,True,True,True,True,True,True,1841,3682,4235,3735,1841,4081,10696,36988,284,695,852,797,284,645,390,1658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00101_3hop1__30885_160713_77246,42,,True,True,True,True,True,True,True,True,1775,3550,4210,3603,1775,4056,10140,57786,363,817,908,966,363,1004,428,2617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00102_3hop1__30390_36635_87083,42,,True,False,True,True,True,True,True,False,1691,3382,4076,3435,1691,3922,9850,13370,368,803,997,921,368,798,521,829,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
real_musique_00103_3hop1__524212_831637_91775,42,,True,True,True,True,True,True,True,True,1793,3586,4199,3639,1793,4045,10411,35732,315,640,839,783,315,850,421,1498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00104_3hop1__765565_326948_78782,42,,True,True,True,False,True,False,False,False,1661,3322,4122,3375,1661,3968,11200,73538,418,1142,780,981,418,1141,545,2506,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
real_musique_00105_3hop2__27069_92991_76291,42,,True,True,True,True,True,True,True,True,1723,3446,4180,3499,1723,4026,9992,78717,380,697,581,910,380,977,531,3777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00106_3hop1__159728_91191_156667,42,,True,True,True,True,True,True,True,True,1804,3643,4151,3661,1804,3997,10486,81957,273,784,541,1064,273,809,389,4097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00107_3hop1__559908_42197_18397,42,,True,True,True,True,True,True,True,True,1666,3332,3997,3385,1666,3843,9711,13188,409,798,720,1106,409,1226,598,808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00108_3hop1__458916_651917_47686,42,,True,True,True,True,True,True,True,True,1737,3474,4823,3527,1737,4669,10054,78281,827,1413,1236,1412,827,1791,918,4271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00109_3hop1__92991_78276_68042,42,,True,True,True,True,True,True,True,True,1525,3050,3609,3103,1525,3455,8887,30608,324,700,660,807,324,936,553,1524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00110_3hop1__324448_831637_91775,42,,True,True,True,True,True,False,True,True,1866,3732,4488,3785,1866,4334,10846,59874,458,860,719,1090,458,864,561,1963,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
real_musique_00111_3hop1__390673_228453_86925,42,,True,True,True,True,True,True,False,True,1791,3582,4038,3635,1791,3884,12202,14247,242,482,690,815,242,787,507,714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
real_musique_00112_3hop1__603558_87694_64412,42,,True,True,True,True,True,True,True,True,1912,3824,4356,3877,1912,4202,11177,38113,262,601,793,795,262,706,440,1378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00113_3hop1__529164_567566_84283,42,,True,True,True,True,True,True,True,True,1806,3612,4249,3665,1806,4095,10567,35997,340,596,648,770,340,711,584,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_musique_00114_3hop2__57186_89048_66294,42,a2,False,False,False,False,True,False,False,False,1774,3548,4460,3601,6887,4306,10282,81099,560,1283,929,1307,653,1613,673,4072,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
real_musique_00115_3hop1__108833_720914_41132,42,,True,True,True,True,True,True,True,True,1736,3472,4198,3525,1736,4044,10204,56326,400,947,689,972,400,994,637,2705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
