,,fault_node_predicted,success,success,success,success,success,success,success,success,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate
real_lme_00021_e56a43b9,42,,True,True,True,True,True,False,True,,2201.0,4402.0,4740.0,4455.0,2201.0,4586.0,12861.0,,155.0,368.0,350.0,379.0,155.0,659.0,285.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
real_lme_00022_6cb6f249,42,,True,False,True,True,True,True,True,,1835.0,3670.0,4280.0,3723.0,1835.0,4126.0,10659.0,,343.0,510.0,777.0,866.0,343.0,883.0,446.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00023_e48988bc,42,,True,True,True,True,True,True,True,,1508.0,3016.0,3328.0,3069.0,1508.0,3174.0,8660.0,,130.0,255.0,437.0,634.0,130.0,445.0,213.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00024_gpt4_4ef30696,42,a4,False,False,False,False,True,False,False,,1996.0,3992.0,4644.0,4045.0,11625.0,4490.0,11810.0,,382.0,861.0,959.0,912.0,1160.0,939.0,646.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,
real_lme_00025_gpt4_4929293b,42,a1,False,False,False,False,False,False,False,,1865.0,3730.0,4054.0,3783.0,10276.0,3900.0,10858.0,,137.0,292.0,342.0,540.0,628.0,350.0,269.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
real_lme_00026_e6041065,42,,True,True,True,True,True,False,True,,1820.0,3640.0,4136.0,3693.0,1820.0,3982.0,10579.0,,258.0,401.0,679.0,625.0,258.0,784.0,393.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
real_lme_00027_21d02d0d,42,,True,True,True,True,True,True,True,,2113.0,4226.0,4465.0,4279.0,2113.0,4311.0,12314.0,,83.0,161.0,694.0,388.0,83.0,242.0,189.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00028_1f2b8d4f,42,a3,False,False,False,False,False,False,False,,1963.0,3926.0,4342.0,3979.0,10698.0,4188.0,11506.0,,175.0,346.0,505.0,473.0,585.0,529.0,374.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
real_lme_00029_a11281a2,42,,True,False,True,True,True,True,True,,1944.0,3888.0,4285.0,3941.0,1944.0,4131.0,11309.0,,186.0,459.0,393.0,550.0,186.0,664.0,308.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00030_1de5cff2,42,,True,True,True,True,True,True,True,,1634.0,3268.0,3507.0,3321.0,1634.0,3353.0,9504.0,,86.0,282.0,301.0,585.0,86.0,342.0,246.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00031_8ebdbe50,42,,True,True,True,False,True,True,True,,1687.0,3374.0,3658.0,3427.0,1687.0,3504.0,9754.0,,103.0,206.0,275.0,503.0,103.0,319.0,220.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
real_lme_00032_22d2cb42,42,,True,True,True,True,True,True,True,,1871.0,3742.0,4132.0,3795.0,1871.0,3978.0,10882.0,,179.0,361.0,374.0,620.0,179.0,491.0,312.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00033_gpt4_385a5000,42,,True,True,True,True,True,True,True,,2050.0,4100.0,4578.0,4153.0,2050.0,4424.0,11931.0,,246.0,416.0,530.0,590.0,246.0,612.0,340.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00034_95bcc1c8,42,,True,True,True,True,True,True,True,,1859.0,3718.0,4100.0,3771.0,1859.0,3946.0,10799.0,,192.0,373.0,496.0,479.0,192.0,496.0,302.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00035_gpt4_2312f94c,42,,True,True,True,True,True,True,True,,1904.0,3808.0,4224.0,3861.0,1904.0,4070.0,11121.0,,201.0,523.0,578.0,608.0,201.0,550.0,356.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00036_gpt4_468eb063,42,a1,False,False,False,False,False,False,False,,1877.0,3754.0,4074.0,3807.0,10336.0,3920.0,10935.0,,134.0,346.0,331.0,539.0,616.0,381.0,302.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
real_lme_00037_faba32e5,42,,True,True,True,False,True,True,True,,1884.0,3768.0,3998.0,3821.0,1884.0,3844.0,10983.0,,77.0,418.0,260.0,566.0,77.0,458.0,226.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
real_lme_00038_b86304ba,42,a1,False,False,False,False,False,False,False,,1891.0,3782.0,4188.0,3835.0,10793.0,4034.0,11010.0,,196.0,385.0,505.0,601.0,821.0,459.0,318.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
real_lme_00039_gpt4_d6585ce8,42,a2,False,False,False,False,False,False,True,False,1954.0,3908.0,4372.0,3961.0,11603.0,4218.0,15611.0,87408.0,251.0,506.0,596.0,748.0,1032.0,630.0,976.0,2462.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
real_lme_00040_gpt4_0b2f1d21,42,,True,True,True,True,True,True,True,,1853.0,3706.0,4147.0,3759.0,1853.0,3993.0,10767.0,,197.0,477.0,512.0,660.0,197.0,580.0,312.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00041_5809eb10,42,,True,True,True,False,True,False,True,,1872.0,3744.0,4153.0,3797.0,1872.0,3999.0,10877.0,,198.0,271.0,484.0,643.0,198.0,527.0,320.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
real_lme_00042_gpt4_5501fe77,42,,True,True,True,True,True,True,True,,1938.0,3876.0,4289.0,3929.0,1938.0,4135.0,11118.0,,171.0,356.0,459.0,619.0,171.0,450.0,221.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00043_c2ac3c61,42,,True,True,True,True,True,True,True,,1937.0,3874.0,4156.0,3927.0,1937.0,4002.0,11303.0,,99.0,202.0,298.0,562.0,99.0,324.0,274.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00044_gpt4_ec93e27f,42,,True,True,True,True,True,True,True,,1995.0,3990.0,4449.0,4043.0,1995.0,4295.0,11591.0,,217.0,368.0,675.0,669.0,217.0,492.0,297.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00045_06db6396,42,,True,True,True,True,True,True,True,,1900.0,3800.0,4312.0,3853.0,1900.0,4158.0,11070.0,,245.0,375.0,676.0,661.0,245.0,632.0,399.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00046_dc439ea3,42,,True,True,True,True,True,True,True,,1998.0,3996.0,4305.0,4049.0,1998.0,4151.0,11622.0,,127.0,270.0,336.0,581.0,127.0,353.0,228.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00047_f685340e,42,a2,False,False,False,False,False,False,False,,1886.0,3772.0,4322.0,3825.0,11557.0,4168.0,11349.0,,311.0,558.0,591.0,761.0,1188.0,792.0,577.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
real_lme_00048_dccbc061,42,,True,True,True,True,True,True,True,,1721.0,3442.0,3751.0,3495.0,1721.0,3597.0,9967.0,,128.0,249.0,319.0,429.0,128.0,361.0,242.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00049_0862e8bf_abs,42,a2,False,False,False,False,False,False,False,,2089.0,4178.0,4575.0,4231.0,13884.0,4421.0,12219.0,,185.0,364.0,477.0,707.0,705.0,419.0,344.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
real_lme_00050_0862e8bf,42,,True,True,True,True,True,True,True,,1947.0,3894.0,4276.0,3947.0,1947.0,4122.0,11313.0,,171.0,248.0,331.0,568.0,171.0,368.0,270.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00051_2ebe6c90,42,a2,False,False,False,False,False,False,False,,1848.0,3696.0,4097.0,3749.0,10857.0,3943.0,10728.0,,192.0,490.0,504.0,691.0,955.0,465.0,293.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
real_lme_00052_1faac195,42,,True,True,True,True,True,True,True,True,1959.0,3918.0,4210.0,3971.0,1959.0,4056.0,11381.0,62102.0,110.0,220.0,279.0,518.0,110.0,422.0,227.0,1153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00053_21d02d0d,42,,True,True,True,True,True,True,True,,2127.0,4254.0,4729.0,4307.0,2127.0,4575.0,12431.0,,235.0,369.0,528.0,757.0,235.0,557.0,370.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00054_603deb26,42,,True,True,True,True,True,True,True,,2060.0,4120.0,4494.0,4173.0,2060.0,4340.0,12036.0,,163.0,357.0,476.0,645.0,163.0,398.0,318.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00055_7e974930,42,,True,True,True,False,True,True,True,,2079.0,4158.0,4685.0,4211.0,2079.0,4531.0,12171.0,,287.0,494.0,702.0,575.0,287.0,641.0,462.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
real_lme_00056_27016adc,42,,True,True,True,True,True,True,True,,1757.0,3514.0,3770.0,3567.0,1757.0,3616.0,10239.0,,102.0,369.0,236.0,804.0,102.0,592.0,274.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00057_dd2973ad,42,,True,True,True,True,True,True,True,,2021.0,4042.0,4293.0,4095.0,2021.0,4139.0,11834.0,,98.0,180.0,233.0,669.0,98.0,304.0,288.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00058_b320f3f8,42,,True,True,True,True,True,True,True,,1734.0,3468.0,3855.0,3521.0,1734.0,3701.0,10058.0,,176.0,302.0,502.0,670.0,176.0,339.0,296.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00059_2ebe6c90,42,a2,False,False,False,False,False,False,False,,1927.0,3854.0,4246.0,3907.0,10998.0,4092.0,11241.0,,181.0,373.0,493.0,595.0,569.0,506.0,338.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
