,,fault_node_predicted,success,success,success,success,success,success,success,success,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_input,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,tokens_output,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate,violation_rate
real_lme_00020_2698e78f,42,a1,False,False,False,False,False,False,False,False,1758.0,3516.0,3920.0,3570.0,10343.0,3768.0,10336.0,13851.0,198.0,440.0,620.0,756.0,1025.0,637.0,394.0,576.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00021_e56a43b9,42,,True,False,True,False,True,False,True,False,2195.0,4390.0,4910.0,4444.0,2195.0,4758.0,12968.0,97974.0,287.0,552.0,694.0,927.0,287.0,679.0,561.0,3823.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
real_lme_00022_6cb6f249,42,a3,False,False,False,False,True,False,False,,1825.0,3650.0,4069.0,3704.0,10832.0,3917.0,10691.0,,213.0,447.0,639.0,897.0,1244.0,627.0,477.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,
real_lme_00023_e48988bc,42,,True,True,True,True,True,True,True,True,1493.0,2986.0,3566.0,3076.0,1493.0,3414.0,8734.0,11763.0,322.0,737.0,875.0,1033.0,322.0,946.0,582.0,768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00024_gpt4_4ef30696,42,a2,False,False,False,False,False,False,False,False,1963.0,3926.0,4547.0,3980.0,12287.0,4395.0,13701.0,89261.0,386.0,835.0,697.0,1242.0,1523.0,968.0,906.0,4244.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00025_gpt4_4929293b,42,a2,False,False,False,False,False,False,False,False,1846.0,3692.0,4297.0,3746.0,11243.0,4145.0,12513.0,36980.0,343.0,600.0,787.0,893.0,1072.0,988.0,501.0,1700.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00026_e6041065,42,,True,False,True,True,True,False,True,True,1818.0,3636.0,4134.0,3690.0,1818.0,3982.0,12434.0,14515.0,267.0,589.0,624.0,938.0,267.0,757.0,614.0,744.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
real_lme_00027_21d02d0d,42,a2,False,False,False,False,False,False,False,False,2098.0,4196.0,4663.0,4250.0,11958.0,4511.0,12241.0,41815.0,233.0,537.0,672.0,830.0,981.0,690.0,389.0,1442.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00028_1f2b8d4f,42,a2,False,True,False,False,True,False,True,True,1951.0,3902.0,4472.0,3956.0,6705.0,4320.0,13339.0,39064.0,307.0,555.0,624.0,919.0,739.0,739.0,586.0,1656.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
real_lme_00029_a11281a2,42,a1,False,False,False,False,False,False,False,,1944.0,3888.0,4312.0,3942.0,11250.0,4160.0,11372.0,,219.0,465.0,454.0,939.0,1013.0,673.0,435.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
real_lme_00030_1de5cff2,42,,True,True,True,True,True,True,True,True,1627.0,3254.0,3756.0,3308.0,1627.0,3604.0,9462.0,12802.0,268.0,491.0,701.0,848.0,268.0,771.0,454.0,631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00031_8ebdbe50,42,,True,True,True,True,True,True,,True,1667.0,3334.0,3807.0,3388.0,1667.0,3655.0,,13124.0,240.0,528.0,676.0,746.0,240.0,674.0,,608.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
real_lme_00032_22d2cb42,42,a1,False,False,False,True,True,False,False,,1877.0,3754.0,4191.0,3808.0,6222.0,4039.0,10934.0,,231.0,545.0,659.0,794.0,634.0,424.0,350.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,
real_lme_00033_gpt4_385a5000,42,a2,False,False,False,False,False,False,False,True,2019.0,4038.0,4553.0,4092.0,12072.0,4401.0,11834.0,40136.0,280.0,649.0,606.0,949.0,1121.0,870.0,543.0,1603.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
real_lme_00035_gpt4_2312f94c,42,,True,True,True,True,True,True,True,True,1886.0,3772.0,4258.0,3826.0,1886.0,4106.0,11052.0,14890.0,250.0,452.0,675.0,1044.0,250.0,769.0,438.0,711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00036_gpt4_468eb063,42,a3,False,False,False,False,False,False,False,False,1864.0,3728.0,4218.0,3782.0,11251.0,4066.0,10850.0,14716.0,256.0,538.0,702.0,831.0,1198.0,782.0,366.0,642.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00038_b86304ba,42,a3,False,False,False,False,False,False,False,False,1902.0,3768.0,4193.0,3858.0,11056.0,4041.0,10955.0,82998.0,221.0,472.0,653.0,783.0,1079.0,497.0,423.0,3194.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00039_gpt4_d6585ce8,42,a3,False,False,False,False,False,False,False,,1949.0,3898.0,4388.0,3952.0,11366.0,4236.0,11421.0,,255.0,490.0,729.0,937.0,852.0,712.0,480.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
real_lme_00040_gpt4_0b2f1d21,42,,True,True,True,True,True,False,True,,1840.0,3680.0,4164.0,3734.0,1840.0,4012.0,10828.0,,273.0,552.0,601.0,848.0,273.0,752.0,570.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
real_lme_00041_5809eb10,42,,True,True,True,True,True,False,True,True,1813.0,3626.0,3944.0,3680.0,1813.0,3792.0,10555.0,14481.0,140.0,410.0,459.0,663.0,140.0,478.0,302.0,596.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
real_lme_00042_gpt4_5501fe77,42,,True,True,True,False,True,False,,True,1929.0,3858.0,4462.0,3912.0,1929.0,4310.0,,86874.0,342.0,665.0,779.0,946.0,342.0,777.0,,3855.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0
real_lme_00043_c2ac3c61,42,a2,False,False,True,False,False,False,False,,1895.0,3790.0,4300.0,3844.0,11464.0,4148.0,13007.0,,277.0,612.0,807.0,979.0,1265.0,783.0,589.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
real_lme_00044_gpt4_ec93e27f,42,a3,False,False,False,False,False,False,True,False,1951.0,3902.0,4380.0,3956.0,11436.0,4228.0,13300.0,15496.0,242.0,460.0,720.0,802.0,1012.0,773.0,534.0,677.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
real_lme_00045_06db6396,42,,True,False,True,False,True,True,False,False,1886.0,3772.0,4375.0,3826.0,1886.0,4223.0,13020.0,84506.0,344.0,632.0,573.0,1007.0,344.0,764.0,807.0,3789.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
real_lme_00046_dc439ea3,42,,True,True,True,True,True,True,True,True,2003.0,4006.0,4557.0,4060.0,2003.0,4405.0,11797.0,15850.0,319.0,667.0,998.0,918.0,319.0,859.0,574.0,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00047_f685340e,42,a3,False,False,False,False,False,False,False,False,1881.0,3762.0,4441.0,3816.0,12091.0,4289.0,12834.0,14841.0,420.0,685.0,906.0,1053.0,1235.0,915.0,644.0,849.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00048_dccbc061,42,,True,True,True,True,True,True,,,1716.0,3432.0,3840.0,3486.0,1716.0,3688.0,,,204.0,415.0,505.0,735.0,204.0,576.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
real_lme_00049_0862e8bf_abs,42,a2,False,True,False,False,False,False,False,False,2050.0,4100.0,4473.0,4190.0,11457.0,4321.0,11953.0,90743.0,165.0,405.0,579.0,624.0,743.0,368.0,300.0,3208.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00050_0862e8bf,42,a0,False,False,True,False,False,True,True,,1892.0,3784.0,4183.0,3838.0,10854.0,4031.0,12833.0,,193.0,399.0,406.0,747.0,919.0,635.0,364.0,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,
real_lme_00051_2ebe6c90,42,a2,False,False,False,False,False,False,False,,1810.0,3620.0,4110.0,3674.0,11011.0,3958.0,10641.0,,257.0,491.0,597.0,913.0,1240.0,801.0,520.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
real_lme_00052_1faac195,42,,True,True,True,True,True,True,True,True,1968.0,3936.0,4454.0,3990.0,1968.0,4302.0,11435.0,15527.0,286.0,646.0,711.0,750.0,286.0,730.0,397.0,708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00053_21d02d0d,42,a4,False,False,False,False,False,False,False,False,2118.0,4236.0,4720.0,4290.0,12336.0,4568.0,12442.0,16780.0,277.0,597.0,872.0,915.0,1080.0,739.0,525.0,693.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
real_lme_00054_603deb26,42,,True,False,True,True,True,True,True,,2047.0,4094.0,4746.0,4148.0,2047.0,4594.0,11967.0,,394.0,721.0,840.0,817.0,394.0,965.0,582.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
real_lme_00055_7e974930,42,a3,False,False,False,False,False,False,False,,2007.0,4014.0,4489.0,4068.0,11726.0,4337.0,11791.0,,243.0,517.0,707.0,855.0,1037.0,714.0,484.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
real_lme_00056_27016adc,42,a3,False,False,False,False,True,True,,,1730.0,3460.0,3996.0,3514.0,10557.0,3844.0,,,304.0,558.0,776.0,887.0,1267.0,1003.0,,,1.0,1.0,1.0,1.0,0.0,0.0,,
real_lme_00057_dd2973ad,42,,True,True,True,True,True,True,True,True,1997.0,3994.0,4511.0,4048.0,1997.0,4359.0,11645.0,39912.0,285.0,532.0,783.0,920.0,285.0,790.0,471.0,1449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
real_lme_00058_b320f3f8,42,,True,True,True,True,True,False,True,False,1728.0,3456.0,3934.0,3510.0,1728.0,3782.0,10016.0,13615.0,245.0,440.0,561.0,785.0,245.0,740.0,390.0,622.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
real_lme_00059_2ebe6c90,42,a2,False,False,False,False,False,False,False,False,1902.0,3804.0,4286.0,3858.0,11134.0,4134.0,12980.0,84614.0,249.0,494.0,686.0,916.0,908.0,636.0,518.0,3485.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
