task_id,dataset,method,model,seed,success,constraint_satisfied,violation_rate,profile_violation,repair_status,fault_node_predicted,posterior,final_output,tokens_input,tokens_output,tool_calls,latency_ms,extra,benchmark
pfqa_recon_00090,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,,,,1969,1212,424,0,3315.273208077997,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 606, 'prime_tokens_output': 222}",pfqa_llama
pfqa_recon_00091,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,,,,High-intensity intervals,1266,441,0,5662.857667077333,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 633, 'prime_tokens_output': 252}",pfqa_llama
pfqa_recon_00092,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,,,,1945,1154,489,0,4957.668625051156,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 577, 'prime_tokens_output': 249}",pfqa_llama
pfqa_recon_00093,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,,,,New York,1172,499,0,8921.894291881472,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 586, 'prime_tokens_output': 245}",pfqa_llama
pfqa_recon_00094,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,,,,Paris,1204,413,0,5784.2356658075005,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 602, 'prime_tokens_output': 208}",pfqa_llama
pfqa_recon_00095,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,,,,vegetable risotto,1242,581,0,4214.579374995083,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 621, 'prime_tokens_output': 313}",pfqa_llama
pfqa_recon_00096,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,,,,Au,1192,460,0,4504.3939161114395,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 596, 'prime_tokens_output': 253}",pfqa_llama
pfqa_recon_00097,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,,,,Vegetable risotto,1242,593,0,16764.71891696565,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 621, 'prime_tokens_output': 299}",pfqa_llama
pfqa_recon_00098,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,,,,Tokyo,1190,457,0,10022.083749994636,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 595, 'prime_tokens_output': 250}",pfqa_llama
pfqa_recon_00099,pfqa_recon,full_regen,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,,,,In Mandarin,1186,374,0,3243.026416981593,"{'split': 'test', 'meta_summary': {}, 'prime_tokens_input': 593, 'prime_tokens_output': 224}",pfqa_llama
pfqa_recon_00080,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,accepted,,,Na,1622,530,0,4709.187624976039,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 594, 'prime_tokens_output': 233}",pfqa_llama
pfqa_recon_00081,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,accepted,,,Chicken stir-fry,1737,785,0,7404.502541990951,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 562, 'prime_tokens_output': 329}",pfqa_llama
pfqa_recon_00082,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,accepted,,,Jane Austen,1690,465,0,2826.397459022701,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 612, 'prime_tokens_output': 265}",pfqa_llama
pfqa_recon_00083,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,accepted,,,Moderate jog,1571,447,0,3555.499417008832,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 561, 'prime_tokens_output': 248}",pfqa_llama
pfqa_recon_00084,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,accepted,,,Au,1642,512,0,6673.318332992494,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 594, 'prime_tokens_output': 253}",pfqa_llama
pfqa_recon_00085,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,accepted,,,In Arabic,1627,400,0,2441.40441599302,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 622, 'prime_tokens_output': 203}",pfqa_llama
pfqa_recon_00086,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,accepted,,,The longest river in the world is the Nile.,1771,487,0,12040.094207972288,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 642, 'prime_tokens_output': 286}",pfqa_llama
pfqa_recon_00087,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,accepted,,,London,1668,333,0,4995.108707807958,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 613, 'prime_tokens_output': 241}",pfqa_llama
pfqa_recon_00088,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,False,False,1.0,True,repair_failed,a2,"[{'node_id': 'a2', 'prior': 0.05, 'likelihood': 1.0, 'cost': 1.0, 'posterior': 0.5714285714285715}, {'node_id': 'a1', 'prior': 0.03, 'likelihood': 1.0, 'cost': 2.0, 'posterior': 0.34285714285714286}, {'node_id': 'a0', 'prior': 0.0075, 'likelihood': 1.0, 'cost': 2.0, 'posterior': 0.08571428571428572}]",Paris,1576,472,0,44855.78487510793,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier', 'attribution', 'decision', 'post_verifier']}, 'prime_tokens_input': 575, 'prime_tokens_output': 225}",pfqa_llama
pfqa_recon_00089,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,accepted,,,Tokyo,1725,433,0,4659.257709048688,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 643, 'prime_tokens_output': 238}",pfqa_llama
pfqa_recon_00090,pfqa_recon,intro_specter_llm,meta-llama/Llama-3.3-70B-Instruct-Turbo,0,True,True,0.0,False,accepted,,,1969,1635,479,0,4809.671624796465,"{'split': 'test', 'meta_summary': {'stages': ['extraction', 'verifier']}, 'prime_tokens_input': 606, 'prime_tokens_output': 222}",pfqa_llama
